source,line_code,station_name,station,entry,bus_stop_count,bus_stop_min_dist,bus_stop_mean_dist,win_count,win_min_dist,win_mean_dist,songtaew_count,songtaew_min_dist,songtaew_mean_dist,minibus_count,minibus_min_dist,minibus_mean_dist,taxi_count,taxi_min_dist,taxi_mean_dist,tuktuk_count,tuktuk_min_dist,tuktuk_mean_dist,samlor_count,samlor_min_dist,samlor_mean_dist,van_count,van_min_dist,van_mean_dist,kiss_ride_count,kiss_ride_min_dist,kiss_ride_mean_dist,park_ride_car_count,park_ride_car_min_dist,park_ride_car_mean_dist,park_ride_moto_count,park_ride_moto_min_dist,park_ride_moto_mean_dist,bike_parking_count,bike_parking_min_dist,bike_parking_mean_dist,bike_share_count,bike_share_min_dist,bike_share_mean_dist,scooter_share_count,scooter_share_min_dist,scooter_share_mean_dist,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,sidewalk_length,sidewalk_length_1,sidewalk_length_2,road_length_gt4m,road_length_gt4m_atleast1sw,sidewalk_length_surface_neg1,surface_pct_neg1,sidewalk_length_surface_0,surface_pct_0,sidewalk_length_surface_1,surface_pct_1,sidewalk_length_shade_neg1,shade_pct_neg1,sidewalk_length_shade_0,shade_pct_0,sidewalk_length_shade_1,shade_pct_1,sidewalk_length_obstacle_neg1,obs_pct_neg1,sidewalk_length_obstacle_0,obs_pct_0,sidewalk_length_obstacle_1,obs_pct_1
AEC,BL11,บางซื่อ,MRT บางซื่อ และ SRT กรงเทพอภิวัฒน์,14635.0,3,3.0,11.66666667,3,10.0,17.66666667,0,0.0,0.0,0,0.0,0.0,2,5.0,10.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,6.67,3.0,12.0,1.57,2869.0,2499.0,2499.0,370.0,2264.3,2128.3,0.0,0.0,1787.0,62.3,1082.0,37.7,2334.0,81.4,258.0,9.0,277.0,9.7,0.0,0.0,2511.0,87.5,358.0,12.5
AEC,RN01,กรุงเทพอภิวัฒน์,MRT บางซื่อ และ SRT กรงเทพอภิวัฒน์,9347.636364,3,3.0,11.66666667,3,10.0,17.66666667,0,0.0,0.0,0,0.0,0.0,2,5.0,10.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,6.67,3.0,12.0,1.57,2869.0,2499.0,2499.0,370.0,2264.3,2128.3,0.0,0.0,1787.0,62.3,1082.0,37.7,2334.0,81.4,258.0,9.0,277.0,9.7,0.0,0.0,2511.0,87.5,358.0,12.5
AEC,PP15,บางซ่อน,MRT บางซ่อน และ SRT บางซ่อน,4510.0,12,5.0,230.8897274,11,6.0,185.644145,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,63.0,122.4430833,0,0,0,0,0.0,0.0,0,0.0,0.0,2,76.52064512,118.2603226,4,64.0,121.1219525,4,4.0,122.5073146,0,0.0,0.0,0,0.0,0.0,98,3.94,2.5,12.0,1.8,4918.0,4884.0,4884.0,34.0,8783.7,4759.1,0.0,0.0,0.0,0.0,4918.0,100.0,818.0,16.6,2050.0,41.7,2050.0,41.7,0.0,0.0,1200.0,24.4,3718.0,75.6
AEC,RW02,บางซ่อน,MRT บางซ่อน และ SRT บางซ่อน,519.0,12,5.0,230.8897274,11,6.0,185.644145,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,63.0,122.4430833,0,0,0,0,0.0,0.0,0,0.0,0.0,2,76.52064512,118.2603226,4,64.0,121.1219525,4,4.0,122.5073146,0,0.0,0.0,0,0.0,0.0,98,3.94,2.5,12.0,1.8,4918.0,4884.0,4884.0,34.0,8783.7,4759.1,0.0,0.0,0.0,0.0,4918.0,100.0,818.0,16.6,2050.0,41.7,2050.0,41.7,0.0,0.0,1200.0,24.4,3718.0,75.6
AEC,BL09,บางโพ,MRT บางโพ,5028.0,8,102.7212542,239.9478445,7,9.0,87.20012531,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,220.0,220.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,5.0,71.25959322,0,0.0,0.0,0,0.0,0.0,74,4.23,2.5,9.0,2.55,3300.0,3300.0,3300.0,0.0,5268.9,3263.5,0.0,0.0,0.0,0.0,3300.0,100.0,0.0,0.0,2000.0,60.6,1300.0,39.4,0.0,0.0,0.0,0.0,3300.0,100.0
AEC,BL15,ลาดพร้าว,MRT ลาดพร้าว สีน้ำเงิน และ MRT ลาดพร้าว สีเหลือง,20450.0,7,20.0,239.0117865,10,2.0,168.31522,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,2.0,27.66666667,1,9.0,9.0,1,9.0,9.0,6,9.0,142.3919021,1,51.0,51.0,0,0.0,0.0,114,5.15,3.0,12.0,2.43,4697.0,4697.0,4697.0,0.0,13848.2,4616.1,0.0,0.0,570.0,12.1,3777.0,80.4,2549.0,54.3,1828.0,38.9,320.0,6.8,0.0,0.0,1189.0,25.3,3508.0,74.7
AEC,YL01,ลาดพร้าว,MRT ลาดพร้าว สีน้ำเงิน และ MRT ลาดพร้าว สีเหลือง,10796.0,7,20.0,239.0117865,10,2.0,168.31522,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,2.0,27.66666667,1,9.0,9.0,1,9.0,9.0,6,9.0,142.3919021,1,51.0,51.0,0,0.0,0.0,114,5.15,3.0,12.0,2.43,4697.0,4697.0,4697.0,0.0,13848.2,4616.1,0.0,0.0,570.0,12.1,3777.0,80.4,2549.0,54.3,1828.0,38.9,320.0,6.8,0.0,0.0,1189.0,25.3,3508.0,74.7
AEC,PP11,ศูนย์ราชการนนทบุรี,MRT ศูนย์ราชการนนทบุรี (สีม่วง) และ ศูนย์ราชการนนทบุรี (สีชมพู),5266.0,12,6.0,212.4325575,6,2.0,63.0,0,0.0,0.0,0,0.0,0.0,3,25.0,27.36299707,0,0.0,0.0,0,0,0,0,0.0,0.0,5,9.0,234.3242984,1,68.51183643,68.51183643,1,68.51183643,68.51183643,11,5.0,179.1864292,0,0.0,0.0,0,0.0,0.0,81,4.89,3.0,10.0,1.91,6598.0,6598.0,6598.0,0.0,13804.2,6290.0,0.0,0.0,0.0,0.0,6598.0,100.0,2319.0,35.1,2180.0,33.0,2099.0,31.8,0.0,0.0,0.0,0.0,6598.0,100.0
AEC,PK01,ศูนย์ราชการนนทบุรี,MRT ศูนย์ราชการนนทบุรี (สีม่วง) และ ศูนย์ราชการนนทบุรี (สีชมพู),3117.0,12,6.0,212.4325575,6,2.0,63.0,0,0.0,0.0,0,0.0,0.0,3,25.0,27.36299707,0,0.0,0.0,0,0,0,0,0.0,0.0,5,9.0,234.3242984,1,68.51183643,68.51183643,1,68.51183643,68.51183643,11,5.0,179.1864292,0,0.0,0.0,0,0.0,0.0,81,4.89,3.0,10.0,1.91,6598.0,6598.0,6598.0,0.0,13804.2,6290.0,0.0,0.0,0.0,0.0,6598.0,100.0,2319.0,35.1,2180.0,33.0,2099.0,31.8,0.0,0.0,0.0,0.0,6598.0,100.0
AEC,BL31,สนามไชย,MRT สนามไชย,9083.0,16,8.465533398,314.9332952,3,5.0,120.232946,0,0.0,0.0,0,0.0,0.0,3,140.0,252.5614095,15,3.675311966,279.9271126,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,402.4170542,402.4170542,0,0.0,0.0,0,0.0,0.0,65,5.45,2.5,18.0,1.75,12935.5,6678.5,6678.5,6257.0,6238.7,5896.0,0.0,0.0,0.0,0.0,12385.5,95.7,6135.5,47.4,5871.0,45.4,929.0,7.2,1858.0,14.4,2599.0,20.1,8478.5,65.5
AEC,BL28,หัวลำโพง,MRT หัวลำโพง,7900.0,15,49.0,255.2373571,5,2.0,329.2876906,0,0.0,0.0,0,0.0,0.0,2,190.0,203.5176642,7,15.0,316.9299626,0,0,0,0,0.0,0.0,5,53.0,131.5468431,2,130.0,187.0438359,2,130.0,187.0438359,3,9.0,143.1981771,3,15.0,67.43680979,0,0.0,0.0,148,5.13,1.5,15.0,2.06,13769.0,9017.0,9017.0,4752.0,11209.1,8442.9,0.0,0.0,941.0,6.8,12828.0,93.2,7060.0,51.3,2999.0,21.8,3710.0,26.9,700.0,5.1,3942.0,28.6,9127.0,66.3
AEC,BL10,เตาปูน,MRT เตาปูน,7300.0,9,83.0,234.9268897,14,6.0,252.0173159,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,21.0,168.9715122,0,0,0,0,0.0,0.0,1,40.0,40.0,0,0.0,0.0,0,0.0,0.0,4,4.0,61.05461514,0,0.0,0.0,0,0.0,0.0,113,4.16,2.0,10.0,1.95,5103.0,5067.0,5067.0,36.0,7357.8,4761.0,0.0,0.0,365.0,7.2,4388.0,86.0,2553.0,50.0,1750.0,34.3,800.0,15.7,0.0,0.0,750.0,14.7,4353.0,85.3
AEC,BL21,เพชรบุรี,MRT เพชรบุรี และ ARL มักกะสัน,35458.0,9,5.0,277.1792783,9,10.0,144.3645145,0,0.0,0.0,0,0.0,0.0,1,9.0,9.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,9.0,19.90458625,4,87.0,231.237177,4,87.0,231.237177,5,3.0,185.5897416,0,0.0,0.0,0,0.0,0.0,61,6.43,3.0,12.0,2.43,6198.0,6198.0,6198.0,0.0,13069.3,6026.7,0.0,0.0,450.0,7.3,5558.0,89.7,4176.0,67.4,2022.0,32.6,0.0,0.0,920.0,14.8,300.0,4.8,4978.0,80.3
AEC,A06,มักกะสัน,MRT เพชรบุรี และ ARL มักกะสัน,13594.78947,9,5.0,277.1792783,9,10.0,144.3645145,0,0.0,0.0,0,0.0,0.0,1,9.0,9.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,9.0,19.90458625,4,87.0,231.237177,4,87.0,231.237177,5,3.0,185.5897416,0,0.0,0.0,0,0.0,0.0,61,6.43,3.0,12.0,2.43,6198.0,6198.0,6198.0,0.0,13069.3,6026.7,0.0,0.0,450.0,7.3,5558.0,89.7,4176.0,67.4,2022.0,32.6,0.0,0.0,920.0,14.8,300.0,4.8,4978.0,80.3
AEC,PK10,เมืองทองธานี,MRT เมืองทองธานี,1281.0,5,170.0,212.7344451,2,210.7826787,243.6033727,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,220.0,220.0,0,0,0,0,0.0,0.0,3,7.0,50.33333333,0,0.0,0.0,0,0.0,0.0,9,6.0,62.74149695,0,0.0,0.0,0,0.0,0.0,37,5.46,3.5,12.0,1.31,3120.0,2880.0,2880.0,240.0,5892.9,2782.7,0.0,0.0,2350.0,75.3,770.0,24.7,2620.0,84.0,500.0,16.0,0.0,0.0,240.0,7.7,2140.0,68.6,740.0,23.7
AEC,RN08,ดอนเมือง,SRT ดอนเมือง,6600.0,3,30.0,86.66666667,4,10.0,132.5,0,0.0,0.0,0,0.0,0.0,1,10.0,10.0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,10.0,56.0,6,17.0,88.33333333,2,81.0,82.0,5,5.0,26.0,0,0.0,0.0,0,0.0,0.0,62,4.95,3.0,12.0,1.24,5859.0,4241.0,4241.0,1618.0,7117.1,2781.2,0.0,0.0,0.0,0.0,5859.0,100.0,4531.0,77.3,1000.0,17.1,328.0,5.6,0.0,0.0,328.0,5.6,5311.0,90.6
AEC,RN06,หลักสี่,SRT หลักสี่ และ MRT หลักสี่,3758.272727,8,10.0,286.4128082,6,2.0,162.3783067,2,5.0,77.69256455,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,5.0,17.48591805,2,14.98646297,19.49323149,2,10.0,12.49323149,5,5.0,158.9206613,0,0.0,0.0,0,0.0,0.0,87,5.66,1.5,12.0,1.81,9468.0,8648.0,8648.0,820.0,16971.2,8337.8,0.0,0.0,4030.0,42.6,5438.0,57.4,7578.0,80.0,1890.0,20.0,0.0,0.0,0.0,0.0,5364.0,56.7,4104.0,43.3
AEC,PK14,หลักสี่,SRT หลักสี่ และ MRT หลักสี่,4525.0,8,10.0,286.4128082,6,2.0,162.3783067,2,5.0,77.69256455,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,5.0,17.48591805,2,14.98646297,19.49323149,2,10.0,12.49323149,5,5.0,158.9206613,0,0.0,0.0,0,0.0,0.0,87,5.66,1.5,12.0,1.81,9468.0,8648.0,8648.0,820.0,16971.2,8337.8,0.0,0.0,4030.0,42.6,5438.0,57.4,7578.0,80.0,1890.0,20.0,0.0,0.0,0.0,0.0,5364.0,56.7,4104.0,43.3
CUTI,A03,บ้านทับช้าง,ARL บ้านทับช้าง,4367.789474,0,0.0,0.0,2,55.0,120.9548935,0,0.0,0.0,0,0.0,0.0,1,200.0237372,200.0237372,0,0.0,0.0,0,0,0,0,0.0,0.0,2,45.0,45.0,6,85.0,220.5788447,2,116.0,182.7858907,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,7.75,5.0,12.0,4.07,1270.0,657.0,657.0,613.0,3340.7,716.4,0.0,0.0,573.0,45.1,697.0,54.9,704.0,55.4,323.0,25.4,243.0,19.1,0.0,0.0,1048.0,82.5,222.0,17.5
CUTI,A07,ราชปรารภ,ARL ราชปรารภ,4550.684211,9,115.6743669,314.2043108,11,5.753580343,218.2555604,0,0.0,0.0,0,0.0,0.0,1,153.2923919,153.2923919,1,5.753580343,5.753580343,0,0,0,0,0.0,0.0,1,14.0,14.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,8.66,4.0,16.0,2.58,7286.9,3585.9,3585.9,3700.9,4509.4,3757.9,0.0,0.0,1514.3,20.8,5772.5,79.2,1327.7,18.2,3616.7,49.6,2342.5,32.1,987.6,13.6,1584.6,21.7,4714.7,64.7
CUTI,A05,รามคำแหง,ARL รามคำแหง,7074.210526,8,120.0032327,314.9864803,12,49.96167056,295.1260516,1,70.80011549,70.80011549,1,226.9665849,226.9665849,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,2,199.9557588,291.5784202,0,0.0,0.0,1,25.24154442,25.24154442,0,0.0,0.0,0,0.0,0.0,65,5.52,2.1,10.0,1.76,10974.0,5486.0,5486.0,5488.0,7330.0,5114.6,112.0,1.0,8050.0,73.4,2812.0,25.6,693.0,6.3,7070.0,64.4,3211.0,29.3,2570.0,23.4,6915.0,63.0,1489.0,13.6
CUTI,A02,ลาดกระบัง,ARL ลาดกระบัง,11388.57895,2,105.0,180.6496081,1,110.0,110.0,1,99.0,99.0,0,0.0,0.0,1,60.0,60.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,25.0,81.00567242,2,108.0,182.6566292,2,25.0,125.9108848,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,47,5.76,3.1,16.0,2.75,2579.0,2538.0,2538.0,41.0,6677.5,2029.9,69.0,2.7,475.0,18.4,2035.0,78.9,461.0,17.9,1046.0,40.6,1072.0,41.6,841.0,32.6,442.0,17.1,1296.0,50.3
CUTI,E01,ชิดลม,BTS ชิดลม,27095.0,8,5.0,245.3376358,13,14.16016421,329.4264046,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,170.0,170.0,0,0,0,0,0.0,0.0,2,90.0,273.3639617,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,42.20118569,206.017175,0,0.0,0.0,36,7.43,4.0,13.0,3.09,10784.0,5372.0,5372.0,5412.0,5667.1,5102.2,0.0,0.0,4853.0,45.0,5931.0,55.0,1990.0,18.5,8794.0,81.5,0.0,0.0,0.0,0.0,4543.0,42.1,6241.0,57.9
CUTI,E17,ช้างเอราวัณ,BTS ช้างเอราวัณ,5285.0,7,16.0,242.0007747,3,13.0,103.0591333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,22.0,25.5,0,0.0,0.0,0,0.0,0.0,3,25.0,41.93850049,0,0.0,0.0,0,0.0,0.0,37,4.72,2.0,15.0,2.43,2653.0,2653.0,2653.0,0.0,2394.5,2308.4,0.0,0.0,0.0,0.0,2653.0,100.0,2653.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.0,100.0
CUTI,E06,ทองหล่อ,BTS ทองหล่อ,16109.0,8,8.619104088,200.3316283,11,30.0,197.8822426,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,8.0,103.0054225,2,8.0,9.0,0,0.0,0.0,18,5.69,4.0,14.0,2.39,4728.0,3447.0,3447.0,1281.0,3367.6,3146.6,136.0,2.9,511.0,10.8,4081.0,86.3,365.0,7.7,4123.0,87.2,240.0,5.1,246.0,5.2,1592.0,33.7,2890.0,61.1
CUTI,E03,นานา,BTS นานา,13573.0,4,30.0,155.2968842,10,22.765457,244.3267218,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,5.0,20.0,3,5.0,231.6666667,0,0.0,0.0,23,5.87,4.0,10.0,2.42,11962.0,5951.0,5951.0,6011.0,7243.8,5848.7,0.0,0.0,3887.0,32.5,8075.0,67.5,6297.0,52.6,5665.0,47.4,0.0,0.0,0.0,0.0,3613.0,30.2,8349.0,69.8
CUTI,E10,บางจาก,BTS บางจาก,10182.0,7,30.0,249.9678358,5,51.38460513,120.7016652,1,257.9229555,257.9229555,1,268.537685,268.537685,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,3.0,22.08989396,0,0.0,0.0,0,0.0,0.0,46,5.14,3.0,15.0,1.96,2960.0,2480.0,2480.0,480.0,4687.2,2355.4,0.0,0.0,220.0,7.4,2740.0,92.6,2670.0,90.2,290.0,9.8,0.0,0.0,0.0,0.0,220.0,7.4,2740.0,92.6
CUTI,E13,บางนา,BTS บางนา,10410.0,3,24.0,166.9527342,5,11.0,143.8366409,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,13.0,35.25,0,0.0,0.0,0,0.0,0.0,13,6.73,3.5,15.0,2.05,1570.0,1570.0,1570.0,0.0,1570.4,1570.4,0.0,0.0,110.0,7.0,1460.0,93.0,0.0,0.0,760.0,48.4,810.0,51.6,0.0,0.0,0.0,0.0,1570.0,100.0
CUTI,E19,ปากน้ำ,BTS ปากน้ำ,3020.0,6,2.0,230.4644528,5,5.0,135.0699175,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,2.0,29.0,0,0.0,0.0,0,0.0,0.0,29,6.67,3.0,10.5,1.58,4180.0,3180.0,3180.0,1000.0,5193.8,3181.8,0.0,0.0,430.0,10.3,3750.0,89.7,2010.0,48.1,1720.0,41.1,450.0,10.8,260.0,6.2,600.0,14.4,3320.0,79.4
CUTI,E11,ปุณณวิถี,BTS ปุณณวิถี,12371.0,11,22.0,211.5828693,7,25.0,215.6542579,2,118.481216,139.240608,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,10.0,73.64976509,2,5.0,53.01199216,0,0.0,0.0,56,5.05,3.5,12.0,1.38,4916.0,3458.0,3458.0,1458.0,6557.5,3634.4,0.0,0.0,1000.0,20.3,3916.0,79.7,816.0,16.6,4100.0,83.4,0.0,0.0,0.0,0.0,1000.0,20.3,3916.0,79.7
CUTI,E16,ปู่เจ้าสมิงพราย,BTS ปู่เจ้าสมิงพราย,4398.0,8,26.89790541,182.6549675,6,16.0,107.5626594,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,10.0,28.5,0,0.0,0.0,0,0.0,0.0,4,20.0,38.474818,0,0.0,0.0,0,0.0,0.0,28,4.75,3.0,14.0,1.85,2900.0,2450.0,2450.0,450.0,3929.0,2457.3,0.0,0.0,0.0,0.0,2900.0,100.0,900.0,31.0,2000.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,100.0
CUTI,E08,พระโขนง,BTS พระโขนง,12489.0,8,10.0,297.7084629,6,14.67324556,226.6831915,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,15.0,220.206003,1,57.91237742,57.91237742,0,0.0,0.0,21,6.74,4.0,11.0,3.49,4218.0,3793.0,3793.0,425.0,4053.9,3580.3,0.0,0.0,0.0,0.0,4218.0,100.0,0.0,0.0,3368.0,79.8,850.0,20.2,0.0,0.0,1282.0,30.4,2936.0,69.6
CUTI,E05,พร้อมพงษ์,BTS พร้อมพงษ์,32485.0,7,11.17497744,224.786466,6,15.24916232,172.5601017,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,52.60914723,74.22995344,0,0.0,0.0,0,0.0,0.0,6,4.103138284,21.20142339,0,0.0,0.0,0,0.0,0.0,25,5.1,4.0,10.0,1.92,5384.0,3655.0,3655.0,1729.0,4407.8,3589.7,0.0,0.0,0.0,0.0,5384.0,100.0,0.0,0.0,4784.0,88.9,600.0,11.1,0.0,0.0,2262.0,42.0,3122.0,58.0
CUTI,N01,ราชเทวี,BTS ราชเทวี,10730.0,6,14.78032334,255.7871225,5,20.46444802,269.0911467,0,0.0,0.0,0,0.0,0.0,2,20.46444802,81.20209622,1,100.0,100.0,0,0,0,0,0.0,0.0,6,30.0,181.9000596,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,8.0,4.0,20.0,2.96,6542.0,3913.0,3913.0,2629.0,4749.6,4088.2,0.0,0.0,2244.0,34.3,4298.0,65.7,1352.0,20.7,3639.0,55.6,1551.0,23.7,484.0,7.4,2479.0,37.9,3579.0,54.7
CUTI,E20,ศรีนครินทร์,BTS ศรีนครินทร์,3068.0,6,8.0,232.6528209,11,6.0,165.8181894,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,12.13917189,32.84229538,0,0.0,0.0,0,0.0,0.0,36,6.94,3.0,15.0,1.81,4153.0,3993.0,3993.0,160.0,7095.9,4306.5,0.0,0.0,830.0,20.0,3323.0,80.0,77.0,1.9,3376.0,81.3,700.0,16.9,420.0,10.1,640.0,15.4,3093.0,74.5
CUTI,W01,สนามกีฬาแห่งชาติ,BTS สนามกีฬาแห่งชาติ,14103.0,6,17.27456022,279.686756,4,17.96385566,243.5369905,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,2.66157673,120.5140582,0,0,0,0,0.0,0.0,4,2.66157673,175.3056642,0,0.0,0.0,0,0.0,0.0,2,17.29308408,57.84835724,4,21.54362012,247.1775851,0,0.0,0.0,26,7.94,4.0,20.0,2.92,11559.0,5780.0,5780.0,5779.0,5820.1,5656.6,0.0,0.0,4291.0,37.1,7268.0,62.9,4859.0,42.0,6468.0,56.0,232.0,2.0,0.0,0.0,4033.0,34.9,7526.0,65.1
CUTI,CEN,สยาม,BTS สยาม,49819.0,6,2.0,139.5235391,8,5.0,116.9724495,0,0.0,0.0,0,0.0,0.0,1,64.0,64.0,2,3.0,32.77790706,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,3.0,129.6339258,0,0.0,0.0,22,7.73,3.0,12.0,2.55,4472.0,4472.0,4472.0,0.0,4804.8,4480.9,0.0,0.0,0.0,0.0,4472.0,100.0,3522.0,78.8,950.0,21.2,0.0,0.0,0.0,0.0,1221.0,27.3,3251.0,72.7
CUTI,N07,สะพานควาย,BTS สะพานควาย,8091.0,8,10.0,242.8079792,9,25.0,280.2957414,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,16.14854922,16.14854922,0,0.0,0.0,0,0.0,0.0,1,35.0,35.0,1,300.0,300.0,0,0.0,0.0,30,6.68,4.0,13.0,3.83,3464.0,3222.0,3222.0,242.0,3999.9,3277.3,0.0,0.0,101.0,2.9,3363.0,97.1,2070.0,59.8,1171.0,33.8,223.0,6.4,0.0,0.0,728.0,21.0,2736.0,79.0
CUTI,E22,สายลวด,BTS สายลวด,1597.0,2,272.8680303,292.9853778,9,13.80361001,168.5889638,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,5.0,5.0,0,0.0,0.0,0,0.0,0.0,4,20.0,40.10803432,0,0.0,0.0,0,0.0,0.0,57,5.72,4.0,12.0,1.58,2006.0,2006.0,2006.0,0.0,8558.3,1887.6,93.0,4.6,220.0,11.0,1693.0,84.4,913.0,45.5,1093.0,54.5,0.0,0.0,0.0,0.0,693.0,34.5,1313.0,65.5
CUTI,E12,อุดมสุข,BTS อุดมสุข,19960.0,9,5.0,205.2129593,12,7.0,278.3655344,2,70.8403499,161.751018,1,459.7776082,459.7776082,1,4.0,4.0,0,0.0,0.0,0,0,0,1,269.4196489,269.4196489,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,14.0,44.81401097,0,0.0,0.0,0,0.0,0.0,42,4.67,3.0,12.0,2.7,3464.0,2847.0,2847.0,617.0,3966.3,2742.4,0.0,0.0,0.0,0.0,3464.0,100.0,884.0,25.5,2580.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,3464.0,100.0
CUTI,E09,อ่อนนุช,BTS อ่อนนุช,27015.0,6,5.0,179.9315274,7,20.0,212.79541,1,473.8705451,473.8705451,0,0.0,0.0,2,26.14737128,28.07368564,0,0.0,0.0,0,0,0,0,0.0,0.0,1,30.0,30.0,0,0.0,0.0,0,0.0,0.0,3,32.76513153,60.9192856,0,0.0,0.0,0,0.0,0.0,43,5.21,2.0,12.0,1.89,4756.0,3806.0,3806.0,950.0,5288.2,3663.0,0.0,0.0,2096.0,44.1,2660.0,55.9,4286.0,90.1,470.0,9.9,0.0,0.0,740.0,15.6,1960.0,41.2,2056.0,43.2
CUTI,E23,เคหะสมุทรปราการ,BTS เคหะสมุทรปราการ,5940.0,0,0.0,0.0,9,28.60393958,297.6594299,1,61.0,61.0,0,0.0,0.0,1,16.0,16.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,31.0,31.0,1,74.67401921,74.67401921,1,74.67401921,74.67401921,4,5.0,71.22927404,0,0.0,0.0,0,0.0,0.0,34,4.88,3.0,15.0,1.62,2800.0,2400.0,2400.0,400.0,3943.9,2418.8,0.0,0.0,0.0,0.0,2800.0,100.0,0.0,0.0,2400.0,85.7,400.0,14.3,0.0,0.0,0.0,0.0,2800.0,100.0
