source,line_code,line_id,เจ้าของโครงการ (รัฐ),ผู้เดินรถ / สัมปทาน (เอกชน),station_name,station,entry,bus_stop_count,win_count,songtaew_count,minibus_count,taxi_count,tuktuk_count,samlor_count,van_count,kiss_ride_count,park_ride_car_count,park_ride_moto_count,bike_parking_count,bike_share_count,scooter_share_count,bike_parking_min_dist,bike_parking_mean_dist,bike_share_min_dist,bike_share_mean_dist,bus_stop_min_dist,bus_stop_mean_dist,kiss_ride_min_dist,kiss_ride_mean_dist,minibus_min_dist,minibus_mean_dist,park_ride_car_min_dist,park_ride_car_mean_dist,park_ride_moto_min_dist,park_ride_moto_mean_dist,samlor_min_dist,samlor_mean_dist,scooter_share_min_dist,scooter_share_mean_dist,songtaew_min_dist,songtaew_mean_dist,taxi_min_dist,taxi_mean_dist,tuktuk_min_dist,tuktuk_mean_dist,van_min_dist,van_mean_dist,win_min_dist,win_mean_dist,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,sidewalk_length,sidewalk_length_1,sidewalk_length_2,road_length_gt4m,road_length_gt4m_atleast1sw,sidewalk_length_surface_neg1,surface_pct_neg1,sidewalk_length_surface_0,surface_pct_0,sidewalk_length_surface_1,surface_pct_1,sidewalk_length_shade_neg1,shade_pct_neg1,sidewalk_length_shade_0,shade_pct_0,sidewalk_length_shade_1,shade_pct_1,sidewalk_length_obstacle_neg1,obs_pct_neg1,sidewalk_length_obstacle_0,obs_pct_0,sidewalk_length_obstacle_1,obs_pct_1,POP25,PRIM25,SEC25,TER25,STU25,TOUR25,COMAR25,TPL25,POP27,PRIM27,SEC27,TER27,STU27,TOUR27,COMAR27,TPL27,POP32,PRIM32,SEC32,TER32,STU32,TOUR32,COMAR32,TPL32,POP37,PRIM37,SEC37,TER37,STU37,TOUR37,COMAR37,TPL37,POP42,PRIM42,SEC42,TER42,STU42,TOUR42,COMAR42,TPL42,POP47,PRIM47,SEC47,TER47,STU47,TOUR47,COMAR47,TPL47,n_zones_in_buffer,station_typology
A21,PK08,PK,รฟม.,BTS Group (NBM),แจ้งวัฒนะ-ปากเกร็ด 28,PK08 แจ้งวัฒนะ-ปากเกร็ด 28,4181.0,5,4,0,0,1,0,0,0,2,0,0,3,0,0,3.0,19.666666666666668,0.0,0.0,48.0,154.66666666666666,15.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,0.0,50.0,67.5,37,6.96,3.1,28.0,2.85,1932.0,978.0,978.0,954.0,6599.2,1141.4,606.0,31.4,1075.0,55.6,251.0,13.0,1429.0,74.0,503.0,26.0,0.0,0.0,0.0,0.0,1413.0,73.1,519.0,26.9,4720.25,0.0,1833.75,7782.75,4485.75,134.25,77500.0,0.0,4415.75,0.0,1865.5,7908.75,4454.75,145.0,77500.0,0.0,4328.5,0.0,1952.75,8279.0,4340.25,175.0,77500.0,0.0,4575.5,0.0,2044.25,8678.5,4265.0,210.75,77500.0,0.0,4826.25,0.0,2121.75,9020.75,4191.25,237.75,77500.0,0.0,5076.75,0.0,2205.5,9387.75,4118.5,257.0,77500.0,0.0,4,Local Station
A21,PK09,PK,รฟม.,BTS Group (NBM),ศรีรัช,PK09 ศรีรัช,1083.0,5,3,0,0,0,0,0,0,1,0,0,3,0,0,27.0,38.5,0.0,0.0,75.0,82.5,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,57,7.56,2.8,28.0,3.57,3835.0,2176.0,1909.0,1926.0,8156.6,2407.9,299.0,7.8,1796.0,46.8,1740.0,45.4,2004.0,52.3,936.0,24.4,895.0,23.3,28.0,0.7,2617.0,68.2,1190.0,31.0,4689.2,0.0,1337.6,8715.4,3597.2,153.4,3174.6,0.0,4453.6,0.0,1360.8,8862.8,3572.2,165.6,3174.6,0.0,4426.2,0.0,1424.4,9281.8,3480.4,199.8,3174.6,0.0,4423.2,0.0,1491.2,9731.4,3420.0,240.6,3174.6,0.0,4397.0,0.0,1547.8,10115.0,3361.0,271.4,3174.6,0.0,4379.6,0.0,1608.8,10526.0,3302.6,293.4,3174.6,0.0,5,Local Station
A21,PK11,PK,รฟม.,BTS Group (NBM),แจ้งวัฒนะ 14,PK11 แจ้งวัฒนะ 14,2534.0,4,7,0,0,0,0,0,0,3,0,0,3,0,0,8.0,15.666666666666666,0.0,0.0,18.0,31.5,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,53,7.17,2.5,28.0,2.36,2396.0,1422.0,1176.0,1220.0,7691.2,2043.5,228.0,9.5,332.0,13.9,1377.0,57.5,1151.0,48.0,1090.0,45.5,155.0,6.5,383.0,16.0,1603.0,66.9,410.0,17.1,5331.0,0.0,309.75,13885.5,256.5,184.0,20475.75,0.0,5219.5,0.0,310.75,13912.75,255.25,192.75,20475.75,0.0,5157.0,0.0,317.25,20587.25,250.0,216.25,20475.75,0.0,5557.75,0.0,313.5,20531.0,238.0,242.25,20475.75,0.0,6013.5,0.0,306.5,20299.25,226.5,261.0,20475.75,0.0,6567.0,0.0,302.25,20039.25,215.5,273.5,20475.75,0.0,4,Local Station
A21,PK12,PK,รฟม.,BTS Group (NBM),ศูนย์ราชการเฉลิมพระเกียรติ,PK12 ศูนย์ราชการเฉลิมพระเกียรติ,3624.0,8,2,0,0,0,0,0,0,2,0,0,3,0,0,1.0,13.666666666666666,0.0,0.0,2.4,87.1,0.5,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,145.0,11,15.24,5.1,31.5,2.75,3486.0,2178.0,1798.0,1688.0,2600.4,2335.6,0.0,0.0,0.0,0.0,2524.0,72.4,1249.0,35.8,1517.0,43.5,720.0,20.7,0.0,0.0,1824.0,52.3,1662.0,47.7,5331.0,0.0,309.75,13885.5,256.5,184.0,20475.75,0.0,5219.5,0.0,310.75,13912.75,255.25,192.75,20475.75,0.0,5157.0,0.0,317.25,20587.25,250.0,216.25,20475.75,0.0,5557.75,0.0,313.5,20531.0,238.0,242.25,20475.75,0.0,6013.5,0.0,306.5,20299.25,226.5,261.0,20475.75,0.0,6567.0,0.0,302.25,20039.25,215.5,273.5,20475.75,0.0,4,Local Station
A21,PK13,PK,รฟม.,BTS Group (NBM),โทรคมนาคมแห่งชาติ,PK13 โทรคมนาคมแห่งชาติ,1759.0,4,4,0,0,0,0,0,0,2,0,0,5,0,0,8.0,18.666666666666668,0.0,0.0,32.0,101.5,1.5,28.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,155.5,20,12.51,4.9,32.5,2.75,3702.0,2041.0,1614.0,2088.0,3569.2,2504.0,507.0,13.7,802.0,21.7,1645.0,44.4,1894.0,51.2,1201.0,32.4,607.0,16.4,453.0,12.2,1993.0,53.8,1256.0,33.9,5561.75,0.0,115.5,15055.75,23.5,101.75,0.0,0.0,5441.75,0.0,116.0,15083.0,23.25,106.75,0.0,0.0,5372.0,0.0,118.25,21789.25,22.75,119.75,0.0,0.0,5423.0,0.0,117.0,21723.25,21.75,134.25,0.0,0.0,5440.5,0.0,114.5,21466.0,20.75,144.5,0.0,0.0,5499.25,0.0,112.75,21178.0,19.75,151.25,0.0,0.0,4,Local Station
A21,PK15,PK,รฟม.,BTS Group (NBM),ราชภัฎพระนคร,PK15 ราชภัฎพระนคร,1688.0,5,4,0,0,0,0,0,0,2,0,0,2,0,0,1.0,4.5,0.0,0.0,63.0,104.0,20.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,57,7.01,1.8,28.0,2.92,2048.0,991.0,964.0,1084.0,6191.0,1193.4,0.0,0.0,678.0,33.1,1370.0,66.9,1327.0,64.8,603.0,29.4,118.0,5.8,0.0,0.0,1645.0,80.3,403.0,19.7,7680.666666666667,0.0,2043.0,4589.333333333333,3542.0,91.0,6098.0,0.1666666666666666,7482.0,0.0,2051.0,4621.666666666667,3523.1666666666665,95.33333333333331,6098.0,0.1666666666666666,7360.5,0.0,2095.1666666666665,4800.5,3452.0,107.0,6098.0,0.1666666666666666,7211.833333333333,0.0,2070.6666666666665,4830.166666666667,3285.6666666666665,119.83333333333331,6098.0,0.1666666666666666,6964.333333333333,0.0,2022.8333333333333,4805.5,3127.5,129.0,6098.0,0.1666666666666666,6733.666666666667,0.0,1995.6666666666667,4771.0,2976.6666666666665,135.33333333333334,6098.0,0.1666666666666666,6,Local Station
A21,PK17,PK,รฟม.,BTS Group (NBM),รามอินทรา 3,PK17 รามอินทรา 3,1534.0,7,2,0,0,1,0,0,0,3,0,0,7,0,0,2.5,12.875,0.0,0.0,90.0,152.5,5.0,15.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,156.0,163.0,31,10.61,4.4,28.0,2.44,2532.0,1266.0,1099.0,1433.0,4261.6,1514.5,322.0,12.7,706.0,27.9,1504.0,59.4,1221.0,48.2,969.0,38.3,342.0,13.5,322.0,12.7,866.0,34.2,1344.0,53.1,6686.0,0.0,85.0,3564.25,2475.0,0.0,21500.0,0.25,6412.5,0.0,85.5,3583.25,2462.0,0.0,21500.0,0.25,6220.25,0.0,87.25,3711.25,2412.25,0.0,21500.0,0.25,6079.75,0.0,86.25,3721.25,2295.75,0.0,21500.0,0.25,5882.5,0.0,84.25,3688.5,2185.25,0.0,21500.0,0.25,5717.5,0.0,83.0,3648.0,2080.25,0.0,21500.0,0.25,4,Local Station
A21,PK18,PK,รฟม.,BTS Group (NBM),ลาดปลาเค้า,PK18 ลาดปลาเค้า,1435.0,4,5,2,0,0,0,0,0,2,0,0,6,0,0,5.0,18.75,0.0,0.0,15.0,90.0,5.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,47.5,50,8.1,4.0,24.0,2.17,3298.0,1529.0,1529.0,1769.0,7391.4,1695.0,500.0,15.2,974.0,29.5,1824.0,55.3,1480.0,44.9,1818.0,55.1,0.0,0.0,844.0,25.6,920.0,27.9,1534.0,46.5,12773.5,0.0,456.5,1551.75,1062.0,8.75,7250.0,0.0,11667.75,0.0,458.25,1536.75,1056.5,9.25,7250.0,0.0,10701.5,0.0,468.25,1555.5,1035.0,10.5,7250.0,0.0,9722.75,0.0,462.75,1515.0,985.25,11.75,7250.0,0.0,8722.25,0.0,451.75,1453.5,937.75,12.5,7250.0,0.0,7883.5,0.0,446.0,1391.25,892.75,13.25,7250.0,0.0,4,Local Station
A21,PK19,PK,รฟม.,BTS Group (NBM),รามอินทรา กม.4,PK19 รามอินทรา กม.4,1212.0,4,4,0,0,0,0,0,0,2,0,0,9,0,0,3.0,13.5,0.0,0.0,6.0,194.25,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,207.33333333333337,85,5.94,3.1,28.0,3.3,1483.0,774.0,774.0,709.0,10199.1,976.0,0.0,0.0,931.0,62.8,552.0,37.2,931.0,62.8,552.0,37.2,0.0,0.0,0.0,0.0,1483.0,100.0,0.0,0.0,14915.25,0.0,341.0,1159.75,1377.75,0.0,7250.0,0.0,14841.0,0.0,342.25,1150.5,1370.5,0.0,7250.0,0.0,14893.25,0.0,349.5,1167.5,1342.75,0.0,7250.0,0.0,14676.0,0.0,345.75,1140.75,1278.0,0.0,7250.0,0.0,14204.75,0.0,337.25,1098.75,1216.5,0.0,7250.0,0.0,13749.5,0.0,333.0,1055.5,1158.0,0.0,7250.0,0.0,4,Local Station
A21,PK20,PK,รฟม.,BTS Group (NBM),มัยลาภ,PK20 มัยลาภ,964.0,5,2,0,0,0,0,0,0,3,0,0,9,0,0,8.0,21.75,0.0,0.0,45.0,177.25,3.5,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,186.0,57,6.95,4.0,28.0,3.03,1550.0,811.0,811.0,739.0,9349.4,1077.9,8.0,0.5,407.0,26.3,1135.0,73.2,1220.0,78.7,330.0,21.3,0.0,0.0,0.0,0.0,777.0,50.1,773.0,49.9,17539.333333333332,0.0,214.66666666666663,913.6666666666666,667.6666666666666,0.0,0.0,0.0,18323.0,0.0,215.33333333333337,908.0,664.3333333333334,0.0,0.0,0.0,19230.666666666668,0.0,220.0,924.0,651.0,0.0,0.0,0.0,20081.666666666668,0.0,217.66666666666663,906.0,619.3333333333334,0.0,0.0,0.0,20577.333333333332,0.0,212.33333333333337,875.6666666666666,589.6666666666666,0.0,0.0,0.0,21041.333333333332,0.0,209.66666666666663,844.6666666666666,561.3333333333334,0.0,0.0,0.0,3,Local Station
A21,PK21,PK,รฟม.,BTS Group (NBM),วัชรพล,PK21 วัชรพล,959.0,3,1,0,0,0,0,0,0,2,0,0,6,0,0,2.0,14.5,0.0,0.0,57.0,60.5,35.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,44,8.46,2.8,31.5,4.29,4294.0,2120.0,2120.0,2174.0,8089.8,2374.1,0.0,0.0,1427.0,33.2,2665.0,62.1,2280.0,53.1,1719.0,40.0,295.0,6.9,0.0,0.0,1778.0,41.4,2516.0,58.6,11228.75,0.25,362.5,1361.75,986.0,0.0,0.0,0.0,11547.0,0.25,364.0,1362.75,981.0,0.0,0.0,0.0,11946.5,0.25,372.0,1402.0,961.25,0.0,0.0,0.0,12726.5,0.25,367.5,1394.5,915.0,0.0,0.0,0.0,13411.0,0.25,359.25,1369.75,870.75,0.0,0.0,0.0,14173.0,0.25,354.25,1343.25,829.0,0.0,0.0,0.0,4,Local Station
A21,PK22,PK,รฟม.,BTS Group (NBM),รามอินทรา กม.6,PK22 รามอินทรา กม.6,1418.0,9,5,0,0,0,0,0,1,4,0,0,11,0,0,1.0,9.25,0.0,0.0,47.0,218.75,16.0,67.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,186.75,73,7.27,4.0,28.0,2.69,2409.0,1384.0,1147.0,1262.0,10817.2,1736.6,112.0,4.6,1085.0,45.0,1212.0,50.3,1381.0,57.3,1028.0,42.7,0.0,0.0,112.0,4.6,2297.0,95.4,0.0,0.0,10459.4,0.6,310.8,1226.8,787.0,0.0,0.0,0.0,10707.6,0.6,312.0,1231.2,782.8,0.0,0.0,0.0,11030.2,0.4,318.6,1271.8,767.0,0.0,0.0,0.0,11844.0,0.4,315.0,1272.0,730.4,0.0,0.0,0.0,12604.6,0.4,308.0,1257.0,695.0,0.0,0.0,0.0,13457.0,0.4,303.6,1240.2,661.6,0.0,0.0,0.0,5,Local Station
A21,PK23,PK,รฟม.,BTS Group (NBM),คู้บอน,PK23 คู้บอน,1453.0,7,6,1,0,0,0,0,3,3,0,0,10,0,0,3.0,50.5,0.0,0.0,50.0,106.66666666666669,6.5,38.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,80.0,80.0,48,7.06,4.0,30.0,2.73,2429.0,1284.0,1284.0,1145.0,6762.8,1607.4,0.0,0.0,1042.0,42.9,1387.0,57.1,1422.0,58.5,1007.0,41.5,0.0,0.0,0.0,0.0,1954.0,80.4,475.0,19.6,8771.5,0.5,505.25,1533.75,382.25,47.5,0.0,0.0,8774.5,0.5,507.25,1545.25,380.25,49.75,0.0,0.0,8828.5,0.5,518.25,1605.25,372.5,55.75,0.0,0.0,8734.25,0.5,512.5,1616.75,354.75,62.5,0.0,0.0,8474.75,0.5,500.75,1610.25,337.75,67.25,0.0,0.0,8211.0,0.5,494.0,1600.75,321.25,70.5,0.0,0.0,4,Local Station
A21,PK24,PK,รฟม.,BTS Group (NBM),รามอินทรา กม.9,PK24 รามอินทรา กม.9,2015.0,6,1,0,0,0,0,0,0,4,0,0,9,0,0,4.0,10.75,0.0,0.0,45.0,178.0,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,50,7.58,3.5,35.0,3.03,1537.0,763.0,722.0,815.0,9311.6,1056.3,0.0,0.0,530.0,34.5,1007.0,65.5,1346.0,87.6,150.0,9.8,41.0,2.7,41.0,2.7,1496.0,97.3,0.0,0.0,8746.0,2.0,1081.6666666666667,1612.6666666666667,364.3333333333333,80.66666666666667,0.0,0.0,8749.0,2.0,1086.0,1623.6666666666667,362.3333333333333,84.66666666666667,0.0,0.0,8803.333333333334,2.0,1109.6666666666667,1686.3333333333333,355.0,95.0,0.0,0.0,8821.666666666666,2.0,1096.6666666666667,1696.6666666666667,338.0,106.33333333333331,0.0,0.0,8702.0,1.6666666666666667,1071.6666666666667,1688.6666666666667,321.6666666666667,114.33333333333331,0.0,0.0,8593.666666666666,1.6666666666666667,1057.0,1677.0,306.0,120.0,0.0,0.0,3,Local Station
A21,PK25,PK,รฟม.,BTS Group (NBM),วงแหวนรามอินทรา,PK25 วงแหวนรามอินทรา,3113.0,5,2,1,0,1,0,0,0,2,0,0,3,0,0,14.0,36.333333333333336,0.0,0.0,1.0,207.5,8.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,17,11.65,4.0,38.5,2.95,2430.0,1518.0,856.0,1574.0,3578.5,1646.0,0.0,0.0,662.0,27.2,1768.0,72.8,1295.0,53.3,775.0,31.9,360.0,14.8,0.0,0.0,1699.0,69.9,731.0,30.1,6248.333333333333,2.0,593.8333333333334,3781.6666666666665,105.0,76.0,78183.33333333333,0.0,6276.166666666667,2.0,596.1666666666666,3790.0,104.5,79.83333333333333,78183.33333333333,0.0,6339.833333333333,2.0,609.1666666666666,3907.3333333333335,102.5,89.66666666666667,78183.33333333333,0.0,6652.333333333333,2.0,601.8333333333334,3894.1666666666665,97.5,100.33333333333331,78183.33333333333,0.0,6910.666666666667,1.6666666666666667,588.3333333333334,3833.5,92.83333333333331,108.0,78183.33333333333,0.0,7192.166666666667,1.6666666666666667,580.1666666666666,3765.1666666666665,88.33333333333333,113.16666666666669,78183.33333333333,0.0,6,Local Station
A21,PK26,PK,รฟม.,BTS Group (NBM),นพรัตน์,PK26 นพรัตน์,761.0,6,3,0,0,0,0,0,0,3,0,0,5,0,0,7.0,8.625,0.0,0.0,45.0,154.75,1.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,59,7.84,3.2,28.0,2.87,2688.0,1363.0,1363.0,1325.0,7703.9,1498.1,0.0,0.0,917.0,34.1,1771.0,65.9,689.0,25.6,1551.0,57.7,448.0,16.7,0.0,0.0,2688.0,100.0,0.0,0.0,6108.6,1.2,298.2,2329.4,475.0,61.2,1919.6,0.2,6209.6,1.2,299.4,2340.2,472.6,64.2,1919.6,0.2,6342.0,1.2,305.8,2421.8,463.2,72.0,1919.6,0.2,6492.0,1.2,302.2,2425.8,440.8,80.8,1919.6,0.2,6535.2,1.2,295.4,2401.8,419.6,87.0,1919.6,0.2,6574.4,1.0,291.2,2373.2,399.4,91.0,1919.6,0.2,5,Local Station
A21,PK27,PK,รฟม.,BTS Group (NBM),บางชัน,PK27 บางชัน,713.0,8,4,0,0,0,0,0,0,3,0,0,10,0,0,0.5,7.0,0.0,0.0,37.0,154.5,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,222.0,37,9.36,2.5,28.0,3.03,2762.0,1390.0,1390.0,1372.0,5693.0,1672.9,42.0,1.5,458.0,16.6,2262.0,81.9,1063.0,38.5,1615.0,58.5,84.0,3.0,458.0,16.6,1293.0,46.8,1011.0,36.6,5635.666666666667,0.0,635.0,1253.6666666666667,684.3333333333334,0.0,3199.3333333333335,0.3333333333333333,5738.666666666667,0.0,637.3333333333334,1262.3333333333333,681.0,0.0,3199.3333333333335,0.3333333333333333,5882.666666666667,0.0,651.3333333333334,1310.6666666666667,667.6666666666666,0.0,3199.3333333333335,0.3333333333333333,6076.333333333333,0.0,643.6666666666666,1318.3333333333333,635.3333333333334,0.0,3199.3333333333335,0.3333333333333333,6188.0,0.0,628.6666666666666,1312.0,604.3333333333334,0.0,3199.3333333333335,0.3333333333333333,6308.666666666667,0.0,620.3333333333334,1303.0,575.3333333333334,0.0,3199.3333333333335,0.3333333333333333,3,Local Station
A21,PK28,PK,รฟม.,BTS Group (NBM),เศรษฐบุตรบำเพ็ญ,PK28 เศรษฐบุตรบำเพ็ญ,862.0,8,4,0,0,0,0,0,0,2,0,0,8,0,0,4.0,19.25,0.0,0.0,90.0,125.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,111.33333333333331,49,8.14,2.6,28.0,3.51,2111.0,1061.0,1061.0,1050.0,6538.1,1299.5,137.0,6.5,277.0,13.1,1697.0,80.4,1902.0,90.1,94.0,4.5,115.0,5.4,137.0,6.5,1558.0,73.8,416.0,19.7,8111.75,0.25,447.0,1619.0,1006.75,0.0,10316.5,0.0,8242.0,0.25,448.75,1630.25,1001.5,0.0,10316.5,0.0,8421.5,0.25,458.5,1692.5,981.5,0.0,10316.5,0.0,8728.75,0.25,453.25,1702.5,934.25,0.0,10316.5,0.0,8927.25,0.25,442.75,1694.25,889.0,0.0,10316.5,0.0,9144.5,0.25,437.0,1682.25,846.25,0.0,10316.5,0.0,4,Local Station
A21,PK29,PK,รฟม.,BTS Group (NBM),ตลาดมีนบุรี,PK29 ตลาดมีนบุรี,3071.0,7,12,4,0,1,0,0,3,2,0,0,6,0,0,3.0,11.75,0.0,0.0,6.0,110.5,7.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75.0,192.5,4.0,4.0,0.0,0.0,210.0,210.0,8.0,35.25,34,9.46,3.5,28.0,2.6,2108.0,1182.0,1076.0,1032.0,4941.4,1311.2,0.0,0.0,351.0,16.7,1757.0,83.3,576.0,27.3,1352.0,64.1,180.0,8.5,118.0,5.6,1023.0,48.5,967.0,45.9,9408.8,2.4,159.8,3492.4,2311.6,100.4,20956.2,0.0,9574.4,2.4,160.2,3513.0,2299.6,105.2,20956.2,0.0,9807.4,2.2,163.8,3642.6,2253.0,118.0,20956.2,0.0,10217.2,2.2,161.8,3657.4,2144.4,132.2,20956.2,0.0,10506.4,2.0,158.0,3631.4,2041.0,142.2,20956.2,0.0,10816.6,2.0,156.0,3598.4,1942.8,149.2,20956.2,0.0,5,Local Station
A21,PK30,PK,รฟม.,BTS Group (NBM),มีนบุรี,PK30 มีนบุรี,1811.0,3,2,0,0,0,0,0,1,1,1,1,5,0,0,35.0,35.0,0.0,0.0,340.0,340.0,5.5,5.5,0.0,0.0,70.0,70.0,90.0,90.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,396.0,97.0,97.0,39,7.59,1.5,35.0,4.96,2388.0,1224.0,1224.0,1164.0,4690.8,1391.9,0.0,0.0,891.0,37.3,1497.0,62.7,1839.0,77.0,482.0,20.2,67.0,2.8,178.0,7.5,228.0,9.5,1982.0,83.0,9408.8,2.4,159.8,3492.4,2311.6,100.4,20956.2,0.0,9574.4,2.4,160.2,3513.0,2299.6,105.2,20956.2,0.0,9807.4,2.2,163.8,3642.6,2253.0,118.0,20956.2,0.0,10217.2,2.2,161.8,3657.4,2144.4,132.2,20956.2,0.0,10506.4,2.0,158.0,3631.4,2041.0,142.2,20956.2,0.0,10816.6,2.0,156.0,3598.4,1942.8,149.2,20956.2,0.0,5,Local Station
A21,PP01,PP,รฟม.,BEM,คลองบางไผ่,PP01 คลองบางไผ่,6697.0,3,3,0,0,3,0,0,1,4,1,1,3,0,0,5.0,16.666666666666668,0.0,0.0,2.0,22.33333333333333,12.0,22.666666666666668,0.0,0.0,20.0,20.0,166.0,166.0,0.0,0.0,0,0,0.0,0.0,5.0,33.333333333333336,0.0,0.0,95.0,95.0,45.0,63.5,48,15.16,4.0,59.5,2.11,2559.0,1810.0,1716.0,843.0,5200.3,2068.9,537.0,21.0,858.0,33.5,1164.0,45.5,2059.0,80.5,90.0,3.5,410.0,16.0,707.0,27.6,1143.0,44.7,709.0,27.7,6655.5,27.25,89.25,2562.75,2133.5,0.0,0.0,0.0,6535.5,27.25,91.0,2606.25,2118.75,0.0,0.0,0.0,6702.25,26.75,95.25,2729.5,2064.25,0.0,0.0,0.0,6872.5,26.5,99.75,2862.0,2028.5,0.0,0.0,0.0,6994.75,25.75,103.75,2974.5,1993.25,0.0,0.0,0.0,7123.25,25.5,107.5,3095.75,1958.75,0.0,0.0,0.0,4,Local Station
A21,PP02,PP,รฟม.,BEM,ตลาดบางใหญ่,PP02 ตลาดบางใหญ่,5427.0,4,8,1,0,4,0,0,0,2,0,0,3,0,0,3.0,12.5,0.0,0.0,60.0,133.75,7.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,15.333333333333334,0.0,0.0,0.0,0.0,16.0,24.0,57,8.49,5.0,52.5,2.16,3840.0,2071.0,1916.0,1924.0,8843.1,2376.2,0.0,0.0,1724.0,44.9,2116.0,55.1,2872.0,74.8,658.0,17.1,310.0,8.1,1064.0,27.7,1556.0,40.5,1220.0,31.8,6964.25,9.0,139.25,2759.25,635.5,0.0,119999.5,0.0,6995.0,9.0,141.75,2807.25,631.25,0.0,119999.5,0.0,7330.25,9.0,148.25,2940.25,615.0,0.0,119999.5,0.0,7663.5,9.0,155.25,3083.25,604.25,0.0,119999.5,0.0,7936.5,8.75,161.5,3204.5,593.75,0.0,119999.5,0.0,8209.75,8.5,167.5,3335.0,583.5,0.0,119999.5,0.0,4,Local Station
A21,PP03,PP,รฟม.,BEM,สามแยกบางใหญ่,PP03 สามแยกบางใหญ่,1451.0,5,3,0,0,0,0,0,0,2,1,1,7,0,0,10.0,28.5,0.0,0.0,2.0,24.5,2.0,11.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,139.0,54,7.27,3.1,49.0,2.33,2260.0,1200.0,1200.0,1060.0,7456.6,1659.5,279.0,12.3,1981.0,87.7,0.0,0.0,1870.0,82.7,324.0,14.3,66.0,2.9,617.0,27.3,1515.0,67.0,128.0,5.7,8224.333333333334,14.333333333333334,354.6666666666667,4010.0,71.66666666666667,32.0,0.0,0.0,8218.0,14.333333333333334,360.6666666666667,4077.3333333333335,71.33333333333333,34.333333333333336,0.0,0.0,8564.0,14.0,378.0,4853.0,69.66666666666667,41.666666666666664,0.0,0.0,8902.333333333334,13.666666666666666,395.6666666666667,5060.0,68.33333333333333,50.0,0.0,0.0,9168.0,13.333333333333334,410.6666666666667,5236.333333333333,67.33333333333333,56.333333333333336,0.0,0.0,9434.666666666666,13.333333333333334,426.6666666666667,5425.666666666667,66.0,61.0,0.0,0.0,3,Local Station
