source,line_code,line_id,เจ้าของโครงการ (รัฐ),ผู้เดินรถ / สัมปทาน (เอกชน),station_name,station,entry,bus_stop_count,win_count,songtaew_count,minibus_count,taxi_count,tuktuk_count,samlor_count,van_count,kiss_ride_count,park_ride_car_count,park_ride_moto_count,bike_parking_count,bike_share_count,scooter_share_count,bike_parking_min_dist,bike_parking_mean_dist,bike_share_min_dist,bike_share_mean_dist,bus_stop_min_dist,bus_stop_mean_dist,kiss_ride_min_dist,kiss_ride_mean_dist,minibus_min_dist,minibus_mean_dist,park_ride_car_min_dist,park_ride_car_mean_dist,park_ride_moto_min_dist,park_ride_moto_mean_dist,samlor_min_dist,samlor_mean_dist,scooter_share_min_dist,scooter_share_mean_dist,songtaew_min_dist,songtaew_mean_dist,taxi_min_dist,taxi_mean_dist,tuktuk_min_dist,tuktuk_mean_dist,van_min_dist,van_mean_dist,win_min_dist,win_mean_dist,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,sidewalk_length,sidewalk_length_1,sidewalk_length_2,road_length_gt4m,road_length_gt4m_atleast1sw,sidewalk_length_surface_neg1,surface_pct_neg1,sidewalk_length_surface_0,surface_pct_0,sidewalk_length_surface_1,surface_pct_1,sidewalk_length_shade_neg1,shade_pct_neg1,sidewalk_length_shade_0,shade_pct_0,sidewalk_length_shade_1,shade_pct_1,sidewalk_length_obstacle_neg1,obs_pct_neg1,sidewalk_length_obstacle_0,obs_pct_0,sidewalk_length_obstacle_1,obs_pct_1,POP25,PRIM25,SEC25,TER25,STU25,TOUR25,COMAR25,TPL25,POP27,PRIM27,SEC27,TER27,STU27,TOUR27,COMAR27,TPL27,POP32,PRIM32,SEC32,TER32,STU32,TOUR32,COMAR32,TPL32,POP37,PRIM37,SEC37,TER37,STU37,TOUR37,COMAR37,TPL37,POP42,PRIM42,SEC42,TER42,STU42,TOUR42,COMAR42,TPL42,POP47,PRIM47,SEC47,TER47,STU47,TOUR47,COMAR47,TPL47,n_zones_in_buffer,station_typology
A21,PP04,PP,รฟม.,BEM,บางพลู,PP04 บางพลู,2194.0,5,3,0,0,1,0,0,0,4,0,0,5,0,0,4.0,9.666666666666666,0.0,0.0,100.0,102.0,2.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,136.0,142.0,20,10.75,3.0,42.0,2.37,3494.0,1859.0,1708.0,1786.0,3890.9,2128.4,1348.0,38.6,2146.0,61.4,0.0,0.0,3494.0,100.0,0.0,0.0,0.0,0.0,479.0,13.7,3015.0,86.3,0.0,0.0,4585.428571428572,11.0,226.1428571428571,1958.0,160.57142857142858,33.0,0.0,0.1428571428571428,4560.571428571428,11.0,230.0,1990.571428571429,159.57142857142858,35.714285714285715,0.0,0.1428571428571428,4729.571428571428,10.714285714285714,240.8571428571429,2084.5714285714284,155.57142857142858,43.0,0.0,0.1428571428571428,4892.571428571428,10.571428571428571,252.0,2185.5714285714284,152.57142857142858,51.714285714285715,0.0,0.1428571428571428,5015.142857142857,10.285714285714286,261.7142857142857,2271.714285714286,150.14285714285714,58.42857142857143,0.0,0.1428571428571428,5138.571428571428,10.142857142857142,272.0,2364.1428571428573,147.42857142857142,63.142857142857146,0.0,0.1428571428571428,7,Local Station
A21,PP05,PP,รฟม.,BEM,บางรักใหญ่,PP05 บางรักใหญ่,1065.0,3,2,0,0,0,0,0,0,2,0,0,5,0,0,6.0,6.75,0.0,0.0,66.0,166.33333333333334,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,26,9.54,1.5,49.0,3.01,1511.0,793.0,793.0,718.0,3380.9,1077.0,1349.0,89.3,54.0,3.6,108.0,7.1,1511.0,100.0,0.0,0.0,0.0,0.0,150.0,9.9,1199.0,79.4,162.0,10.7,5163.0,20.0,215.75,1670.75,71.0,89.0,0.0,0.0,5091.5,19.75,219.5,1676.25,70.25,96.25,0.0,0.0,5245.5,19.5,229.75,1741.5,68.5,116.0,0.0,0.0,5403.0,19.25,240.5,1820.5,67.25,139.5,0.0,0.0,5523.25,19.0,249.75,1893.25,66.25,157.5,0.0,0.0,5647.75,18.5,259.75,1971.0,65.0,170.25,0.0,0.0,4,Local Station
A21,PP06,PP,รฟม.,BEM,บางรักน้อยท่าอิฐ,PP06 บางรักน้อยท่าอิฐ,2440.0,4,4,0,0,1,0,0,0,2,1,1,2,0,0,9.0,18.0,0.0,0.0,65.0,74.0,10.0,11.0,0.0,0.0,16.0,16.0,60.0,60.0,0.0,0.0,0,0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,38.5,18,14.16,1.5,49.0,2.43,2100.6,1347.6,978.0,1122.6,3312.3,1604.6,169.0,8.0,1401.6,66.7,530.0,25.2,1427.6,68.0,519.0,24.7,154.0,7.3,0.0,0.0,1213.0,57.7,887.6,42.3,7518.25,18.75,39.0,2125.5,252.5,45.0,0.0,0.25,7572.25,18.5,39.5,2127.0,250.5,48.75,0.0,0.25,7964.0,18.5,41.5,2205.75,244.25,58.75,0.0,0.25,8360.5,18.25,43.5,2304.5,240.0,70.75,0.0,0.25,8697.0,18.25,45.0,2396.75,235.75,79.75,0.0,0.25,9036.25,17.5,47.0,2496.0,231.75,86.25,0.0,0.25,4,Local Station
A21,PP07,PP,รฟม.,BEM,ไทรม้า,PP07 ไทรม้า,2104.0,3,2,0,0,0,0,0,0,2,0,0,3,0,0,1.0,6.0,0.0,0.0,11.0,33.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33.5,9,11.09,2.4,49.0,3.0,1353.0,692.0,692.0,661.0,1139.5,991.7,0.0,0.0,0.0,0.0,1353.0,100.0,1353.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,37.4,847.0,62.6,7157.333333333333,12.333333333333334,49.333333333333336,1124.0,276.6666666666667,58.0,0.0,0.3333333333333333,7466.0,12.333333333333334,50.0,1128.6666666666667,274.6666666666667,62.666666666666664,0.0,0.3333333333333333,8106.333333333333,12.333333333333334,52.333333333333336,1172.6666666666667,267.6666666666667,75.66666666666667,0.0,0.3333333333333333,8745.333333333334,12.333333333333334,55.0,1226.3333333333333,263.0,91.0,0.0,0.3333333333333333,9313.666666666666,12.0,56.666666666666664,1275.0,258.3333333333333,102.66666666666669,0.0,0.3333333333333333,9877.333333333334,11.666666666666666,59.333333333333336,1328.0,254.0,111.0,0.0,0.3333333333333333,3,Local Station
A21,PP08,PP,รฟม.,BEM,สะพานพระนั่งเกล้า,PP08 สะพานพระนั่งเกล้า,2817.0,7,4,0,1,0,0,0,0,1,0,0,4,0,0,3.0,7.666666666666667,0.0,0.0,55.0,118.0,72.0,72.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,39,9.01,2.9,35.0,3.82,3480.0,1750.0,1750.0,1730.0,4082.8,2146.2,0.0,0.0,348.0,10.0,3132.0,90.0,2504.0,72.0,632.0,18.2,344.0,9.9,213.0,6.1,1712.0,49.2,1555.0,44.7,8864.5,5.25,791.5,6107.75,760.25,74.0,0.0,0.25,8959.0,5.25,805.0,6197.5,755.0,79.75,0.0,0.25,9433.0,5.25,842.5,6481.25,735.75,96.5,0.0,0.25,9893.0,5.25,882.25,6792.25,723.0,116.0,0.0,0.25,10267.75,5.0,915.5,7060.5,710.25,130.75,0.0,0.25,10641.0,5.0,952.0,7348.5,698.0,141.5,0.0,0.25,4,Local Station
A21,PP09,PP,รฟม.,BEM,แยกนนทบุรี 1,PP09 แยกนนทบุรี 1,3261.0,3,4,0,0,1,0,0,0,2,1,1,2,0,0,10.0,11.5,0.0,0.0,55.0,191.0,11.0,11.5,0.0,0.0,32.0,32.0,51.0,51.0,0.0,0.0,0,0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,26.0,97.66666666666669,20,13.77,2.0,42.0,2.57,3552.0,1896.0,1896.0,1656.0,3905.0,2184.1,0.0,0.0,946.0,26.6,2606.0,73.4,2665.0,75.0,887.0,25.0,0.0,0.0,99.0,2.8,2280.0,64.2,1173.0,33.0,7512.25,4.25,1122.75,5978.0,827.0,20.0,35000.0,0.0,7394.75,4.25,1142.25,6049.5,821.25,21.5,35000.0,0.0,7588.5,4.25,1195.75,6316.5,800.0,26.0,35000.0,0.0,7772.25,4.0,1251.75,6616.0,786.25,31.5,35000.0,0.0,7892.5,3.75,1299.25,6878.0,772.75,35.5,35000.0,0.0,8015.75,3.75,1350.5,7158.75,759.25,38.25,35000.0,0.0,4,Local Station
A21,PP10,PP,รฟม.,BEM,บางกระสอ,PP10 บางกระสอ,2654.0,4,3,0,0,0,1,0,0,2,0,0,2,0,0,3.0,6.5,0.0,0.0,3.0,140.33333333333334,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,27.0,71.5,38,8.39,3.3,49.0,2.5,1528.0,798.0,798.0,730.0,5036.7,1222.7,0.0,0.0,688.0,45.0,840.0,55.0,1528.0,100.0,0.0,0.0,0.0,0.0,214.0,14.0,744.0,48.7,570.0,37.3,9822.0,0.8,637.4,7683.8,662.0,350.0,30800.0,0.0,9341.2,0.8,648.6,7817.4,657.4,378.0,30800.0,0.0,9279.8,0.8,678.6,8188.6,640.4,456.4,30800.0,0.0,9230.2,0.8,710.6,8586.2,629.4,548.8,30800.0,0.0,9129.2,0.8,737.6,8924.6,618.4,619.4,30800.0,0.0,9057.6,0.8,766.8,9287.2,607.8,669.0,30800.0,0.0,5,Local Station
A21,PP12,PP,รฟม.,BEM,กระทรวงสาธารณะสุข,PP12 กระทรวงสาธารณะสุข,4496.0,5,2,0,0,0,0,1,0,0,0,0,3,0,0,20.0,20.0,0.0,0.0,38.0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,42,5.83,2.6,21.0,2.41,2325.0,1180.0,1180.0,1145.0,4432.6,1940.3,0.0,0.0,1129.0,48.6,1196.0,51.4,648.0,27.9,1561.0,67.1,116.0,5.0,495.0,21.3,1687.0,72.6,143.0,6.2,8048.4,0.8,382.8,7860.4,718.6,0.0,6480.0,0.2,7407.8,0.8,389.8,8010.0,713.4,0.0,6480.0,0.2,7140.4,0.8,407.8,8399.0,695.0,0.0,6480.0,0.2,6920.4,0.8,427.2,8809.8,683.0,0.0,6480.0,0.2,6694.6,0.8,443.2,9156.4,671.0,0.0,6480.0,0.2,6513.4,0.8,460.6,9527.8,659.6,0.0,6480.0,0.2,5,Local Station
A21,PP14,PP,รฟม.,BEM,วงศ์สว่าง,PP14 วงศ์สว่าง,3095.0,11,4,0,0,0,0,0,0,0,0,0,6,0,0,5.0,6.0,0.0,0.0,56.0,141.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,62.0,83,5.09,2.3,24.5,2.88,3189.0,1581.0,1581.0,1608.0,5904.6,1779.4,0.0,0.0,890.0,27.9,2299.0,72.1,389.0,12.2,1089.0,34.1,1711.0,53.7,0.0,0.0,512.0,16.1,2677.0,83.9,11721.666666666666,0.0,343.6666666666667,4622.333333333333,421.3333333333333,0.0,5328.0,0.0,11495.333333333334,0.0,345.0,4639.0,419.3333333333333,0.0,5328.0,0.0,11344.333333333334,0.0,352.6666666666667,4792.666666666667,410.3333333333333,0.0,5328.0,0.0,11036.333333333334,0.0,348.3333333333333,4789.666666666667,391.0,0.0,5328.0,0.0,10548.333333333334,0.0,340.3333333333333,4730.0,372.0,0.0,5328.0,0.0,10084.333333333334,0.0,335.6666666666667,4661.333333333333,354.0,0.0,5328.0,0.0,3,Local Station
AEC,A04,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,7467.578947,6,8,1,0,1,0,0,0,2,1,1,3,0,0,5.0,33.333333333333336,0.0,0.0,91.0,93.0,5.0,12.5,0.0,0.0,120.0,120.0,10.0,10.0,0.0,0.0,0,0,230.0,230.0,140.0,140.0,0.0,0.0,0.0,0.0,10.0,59.5,70,6.29,3.5,12.0,2.75,8285.0,7008.0,7008.0,1277.0,10588.9,6821.9,0.0,0.0,4096.0,49.4,3329.0,40.2,1030.0,12.4,324.0,3.9,6931.0,83.7,670.0,8.1,5305.0,64.0,2310.0,27.9,3984.0,0.1666666666666666,499.0,5560.166666666667,3026.0,54.5,4374.666666666667,0.0,4087.3333333333335,0.1666666666666666,501.0,5581.333333333333,3010.1666666666665,57.0,4374.666666666667,0.0,4211.166666666667,0.1666666666666666,511.6666666666667,5768.333333333333,2949.1666666666665,63.833333333333336,4374.666666666667,0.0,4259.5,0.0,505.6666666666667,5767.5,2807.0,71.5,4374.666666666667,0.0,4217.333333333333,0.0,494.0,5698.666666666667,2671.8333333333335,77.0,4374.666666666667,0.0,4162.833333333333,0.0,487.3333333333333,5619.166666666667,2543.1666666666665,80.83333333333333,4374.666666666667,0.0,6,Interchange Station
AEC,YL11,YL,รฟม.,BTS Group (EBM),หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,3225.0,6,8,1,0,1,0,0,0,2,1,1,3,0,0,5.0,33.333333333333336,0.0,0.0,91.0,93.0,5.0,12.5,0.0,0.0,120.0,120.0,10.0,10.0,0.0,0.0,0,0,230.0,230.0,140.0,140.0,0.0,0.0,0.0,0.0,10.0,59.5,70,6.29,3.5,12.0,2.75,8285.0,7008.0,7008.0,1277.0,10588.9,6821.9,0.0,0.0,4096.0,49.4,3329.0,40.2,1030.0,12.4,324.0,3.9,6931.0,83.7,670.0,8.1,5305.0,64.0,2310.0,27.9,3984.0,0.1666666666666666,499.0,5560.166666666667,3026.0,54.5,4374.666666666667,0.0,4087.3333333333335,0.1666666666666666,501.0,5581.333333333333,3010.1666666666665,57.0,4374.666666666667,0.0,4211.166666666667,0.1666666666666666,511.6666666666667,5768.333333333333,2949.1666666666665,63.833333333333336,4374.666666666667,0.0,4259.5,0.0,505.6666666666667,5767.5,2807.0,71.5,4374.666666666667,0.0,4217.333333333333,0.0,494.0,5698.666666666667,2671.8333333333335,77.0,4374.666666666667,0.0,4162.833333333333,0.0,487.3333333333333,5619.166666666667,2543.1666666666665,80.83333333333333,4374.666666666667,0.0,6,Interchange Station
AEC,S07,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,11356.0,4,3,0,0,1,0,0,0,0,1,1,4,0,0,6.0,8.5,0.0,0.0,17.0,70.25,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,123,4.29,1.5,9.0,6.11,4682.0,4599.0,4599.0,83.0,10710.3,3970.1,0.0,0.0,900.0,19.2,3782.0,80.8,205.0,4.4,3887.0,83.0,590.0,12.6,0.0,0.0,1022.0,21.8,3660.0,78.2,6000.833333333333,0.0,887.8333333333334,4682.166666666667,278.3333333333333,135.66666666666666,0.0,0.0,5846.666666666667,0.0,891.3333333333334,4711.666666666667,276.8333333333333,142.16666666666666,0.0,0.0,5739.833333333333,0.0,910.5,4887.333333333333,271.3333333333333,159.66666666666666,0.0,0.0,5562.666666666667,0.0,900.1666666666666,4909.5,258.3333333333333,178.83333333333334,0.0,0.0,5301.333333333333,0.0,879.1666666666666,4875.666666666667,245.83333333333337,192.5,0.0,0.0,5055.5,0.0,867.3333333333334,4831.666666666667,234.0,201.83333333333337,0.0,0.0,6,Interchange Station
AEC,G1,GL,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,3378.454545,4,3,0,0,1,0,0,0,0,1,1,4,0,0,6.0,8.5,0.0,0.0,17.0,70.25,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,123,4.29,1.5,9.0,6.11,4682.0,4599.0,4599.0,83.0,10710.3,3970.1,0.0,0.0,900.0,19.2,3782.0,80.8,205.0,4.4,3887.0,83.0,590.0,12.6,0.0,0.0,1022.0,21.8,3660.0,78.2,6000.833333333333,0.0,887.8333333333334,4682.166666666667,278.3333333333333,135.66666666666666,0.0,0.0,5846.666666666667,0.0,891.3333333333334,4711.666666666667,276.8333333333333,142.16666666666666,0.0,0.0,5739.833333333333,0.0,910.5,4887.333333333333,271.3333333333333,159.66666666666666,0.0,0.0,5562.666666666667,0.0,900.1666666666666,4909.5,258.3333333333333,178.83333333333334,0.0,0.0,5301.333333333333,0.0,879.1666666666666,4875.666666666667,245.83333333333337,192.5,0.0,0.0,5055.5,0.0,867.3333333333334,4831.666666666667,234.0,201.83333333333337,0.0,0.0,6,Interchange Station
AEC,S12,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),บางหว้า,BTS บางหว้า และ MRT บางหว้า,16969.0,8,5,0,0,2,0,0,1,1,0,2,12,0,0,10.0,30.0,0.0,0.0,10.0,77.0,32.0,32.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0,0,0.0,0.0,21.0,21.0,0.0,0.0,30.0,30.0,12.0,55.66666666666666,76,5.68,1.5,62.0,2.55,4320.0,3570.0,3570.0,750.0,11357.5,4087.6,0.0,0.0,2500.0,57.9,1320.0,30.6,2280.0,52.8,2040.0,47.2,0.0,0.0,0.0,0.0,3200.0,74.1,1120.0,25.9,7027.285714285715,0.5714285714285714,1224.2857142857142,2611.285714285714,1630.571428571429,24.857142857142858,0.0,0.0,7062.857142857143,0.5714285714285714,1229.0,2644.4285714285716,1622.142857142857,26.142857142857142,0.0,0.0,7151.714285714285,0.5714285714285714,1255.2857142857142,2769.285714285714,1589.571428571429,29.285714285714285,0.0,0.0,7137.857142857143,0.4285714285714285,1241.0,2814.714285714286,1512.857142857143,32.714285714285715,0.0,0.0,6995.0,0.4285714285714285,1212.0,2830.4285714285716,1440.0,35.285714285714285,0.0,0.0,6847.428571428572,0.4285714285714285,1195.7142857142858,2839.285714285714,1370.571428571429,37.0,0.0,0.0,7,Interchange Station
AEC,BL34,BL,รฟม.,BEM,บางหว้า,BTS บางหว้า และ MRT บางหว้า,11869.0,8,5,0,0,2,0,0,1,1,0,2,12,0,0,10.0,30.0,0.0,0.0,10.0,77.0,32.0,32.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0,0,0.0,0.0,21.0,21.0,0.0,0.0,30.0,30.0,12.0,55.66666666666666,76,5.68,1.5,62.0,2.55,4320.0,3570.0,3570.0,750.0,11357.5,4087.6,0.0,0.0,2500.0,57.9,1320.0,30.6,2280.0,52.8,2040.0,47.2,0.0,0.0,0.0,0.0,3200.0,74.1,1120.0,25.9,7027.285714285715,0.5714285714285714,1224.2857142857142,2611.285714285714,1630.571428571429,24.857142857142858,0.0,0.0,7062.857142857143,0.5714285714285714,1229.0,2644.4285714285716,1622.142857142857,26.142857142857142,0.0,0.0,7151.714285714285,0.5714285714285714,1255.2857142857142,2769.285714285714,1589.571428571429,29.285714285714285,0.0,0.0,7137.857142857143,0.4285714285714285,1241.0,2814.714285714286,1512.857142857143,32.714285714285715,0.0,0.0,6995.0,0.4285714285714285,1212.0,2830.4285714285716,1440.0,35.285714285714285,0.0,0.0,6847.428571428572,0.4285714285714285,1195.7142857142858,2839.285714285714,1370.571428571429,37.0,0.0,0.0,7,Interchange Station
AEC,N02,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),พญาไท,BTS พญาไท และ APL พญาไท,22095.0,12,13,0,0,0,3,0,0,6,1,1,3,4,0,43.0,79.0,21.0,32.0,43.0,134.33333333333334,24.0,57.0,0.0,0.0,40.0,40.0,40.0,40.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,11.0,26.83333333333333,92,4.17,3.0,12.0,2.7,6334.0,6334.0,6334.0,0.0,6405.5,5396.5,0.0,0.0,0.0,0.0,6303.0,99.5,4403.0,69.5,1450.0,22.9,450.0,7.1,0.0,0.0,0.0,0.0,6303.0,99.5,6649.25,0.0,153.375,9589.125,1266.0,1154.875,45318.125,1.625,6554.375,0.0,154.125,9629.5,1259.25,1210.375,45318.125,1.625,6535.375,0.0,157.25,9957.75,1233.875,1358.5,45318.125,1.625,6446.25,0.0,155.625,9963.875,1174.5,1521.125,45318.125,1.625,6260.75,0.0,151.75,9853.25,1117.75,1637.875,45318.125,1.625,6088.875,0.0,149.75,9723.375,1064.0,1716.375,45318.125,1.625,8,Interchange Station
AEC,A08,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,พญาไท,BTS พญาไท และ APL พญาไท,16150.15789,12,13,0,0,0,3,0,0,6,1,1,3,4,0,43.0,79.0,21.0,32.0,43.0,134.33333333333334,24.0,57.0,0.0,0.0,40.0,40.0,40.0,40.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,11.0,26.83333333333333,92,4.17,3.0,12.0,2.7,6334.0,6334.0,6334.0,0.0,6405.5,5396.5,0.0,0.0,0.0,0.0,6303.0,99.5,4403.0,69.5,1450.0,22.9,450.0,7.1,0.0,0.0,0.0,0.0,6303.0,99.5,6649.25,0.0,153.375,9589.125,1266.0,1154.875,45318.125,1.625,6554.375,0.0,154.125,9629.5,1259.25,1210.375,45318.125,1.625,6535.375,0.0,157.25,9957.75,1233.875,1358.5,45318.125,1.625,6446.25,0.0,155.625,9963.875,1174.5,1521.125,45318.125,1.625,6260.75,0.0,151.75,9853.25,1117.75,1637.875,45318.125,1.625,6088.875,0.0,149.75,9723.375,1064.0,1716.375,45318.125,1.625,8,Interchange Station
AEC,N17,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,23791.0,5,5,0,0,1,0,0,0,2,0,1,7,0,0,5.0,14.285714285714286,0.0,0.0,52.0,218.8,15.0,57.5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,66.6,34,7.12,3.0,12.0,2.64,4941.0,4940.0,4940.0,1.0,10503.4,4816.9,0.0,0.0,1550.0,31.4,3391.0,68.6,4440.0,89.9,445.0,9.0,55.0,1.1,0.0,0.0,2290.0,46.3,2650.0,53.6,10442.2,0.0,66.0,5114.4,3237.0,0.0,24517.6,0.0,9991.6,0.0,66.4,5151.6,3219.8,0.0,24517.6,0.0,9667.0,0.0,67.6,5351.8,3154.8,0.0,24517.6,0.0,9269.8,0.0,66.8,5385.6,3002.6,0.0,24517.6,0.0,8760.2,0.0,65.4,5359.0,2858.2,0.0,24517.6,0.0,8289.8,0.0,64.4,5320.2,2720.6,0.0,24517.6,0.0,5,Interchange Station
AEC,PK16,PK,รฟม.,BTS Group (NBM),วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,1470.0,5,5,0,0,1,0,0,0,2,0,1,7,0,0,5.0,14.285714285714286,0.0,0.0,52.0,218.8,15.0,57.5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,66.6,34,7.12,3.0,12.0,2.64,4941.0,4940.0,4940.0,1.0,10503.4,4816.9,0.0,0.0,1550.0,31.4,3391.0,68.6,4440.0,89.9,445.0,9.0,55.0,1.1,0.0,0.0,2290.0,46.3,2650.0,53.6,10442.2,0.0,66.0,5114.4,3237.0,0.0,24517.6,0.0,9991.6,0.0,66.4,5151.6,3219.8,0.0,24517.6,0.0,9667.0,0.0,67.6,5351.8,3154.8,0.0,24517.6,0.0,9269.8,0.0,66.8,5385.6,3002.6,0.0,24517.6,0.0,8760.2,0.0,65.4,5359.0,2858.2,0.0,24517.6,0.0,8289.8,0.0,64.4,5320.2,2720.6,0.0,24517.6,0.0,5,Interchange Station
AEC,S02,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),ศาลาแดง,BTS ศาลาแดง  และ MRT สีลม,29675.0,12,20,2,0,0,4,0,0,7,3,3,0,7,0,0.0,0.0,27.0,35.5,3.0,128.0,160.0,280.0,0.0,0.0,110.0,110.0,110.0,110.0,0.0,0.0,0,0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,12.2,87,5.54,2.5,15.0,1.99,10281.8,8011.8,8011.8,2270.0,10602.3,8296.8,0.0,0.0,0.0,0.0,10281.8,100.0,7831.8,76.2,2050.0,19.9,400.0,3.9,0.0,0.0,0.0,0.0,10281.8,100.0,2627.25,0.0,187.5,22172.0,1497.625,786.5,22500.0,1.625,2630.125,0.0,188.375,22249.375,1489.875,824.5,22500.0,1.625,3079.625,0.0,192.5,23743.625,1459.625,925.125,22500.0,1.625,3067.5,0.0,190.25,23728.0,1389.25,1035.875,22500.0,1.625,3009.25,0.0,185.875,23441.625,1322.375,1115.625,22500.0,1.625,2950.5,0.0,183.25,23113.25,1258.75,1169.0,22500.0,1.625,8,Major Hub
AEC,BL26,BL,รฟม.,BEM,สีลม,BTS ศาลาแดง  และ MRT สีลม,25542.0,12,20,2,0,0,4,0,0,7,3,3,0,7,0,0.0,0.0,27.0,35.5,3.0,128.0,160.0,280.0,0.0,0.0,110.0,110.0,110.0,110.0,0.0,0.0,0,0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,12.2,87,5.54,2.5,15.0,1.99,10281.8,8011.8,8011.8,2270.0,10602.3,8296.8,0.0,0.0,0.0,0.0,10281.8,100.0,7831.8,76.2,2050.0,19.9,400.0,3.9,0.0,0.0,0.0,0.0,10281.8,100.0,2627.25,0.0,187.5,22172.0,1497.625,786.5,22500.0,1.625,2630.125,0.0,188.375,22249.375,1489.875,824.5,22500.0,1.625,3079.625,0.0,192.5,23743.625,1459.625,925.125,22500.0,1.625,3067.5,0.0,190.25,23728.0,1389.25,1035.875,22500.0,1.625,3009.25,0.0,185.875,23441.625,1322.375,1115.625,22500.0,1.625,2950.5,0.0,183.25,23113.25,1258.75,1169.0,22500.0,1.625,8,Major Hub
