source,line_code,station_name,station,bike_parking_count,bike_parking_min_dist,bike_parking_mean_dist,park_ride_moto_count,park_ride_moto_min_dist,park_ride_moto_mean_dist,taxi_count,taxi_min_dist,taxi_mean_dist,bus_stop_count,bus_stop_min_dist,bus_stop_mean_dist,bike_share_count,bike_share_min_dist,bike_share_mean_dist,songtaew_count,songtaew_min_dist,songtaew_mean_dist,win_count,win_min_dist,win_mean_dist,park_ride_car_count,park_ride_car_min_dist,park_ride_car_mean_dist,scooter_share_count,scooter_share_min_dist,scooter_share_mean_dist,tuktuk_count,tuktuk_min_dist,tuktuk_mean_dist,kiss_ride_count,kiss_ride_min_dist,kiss_ride_mean_dist,minibus_count,minibus_min_dist,minibus_mean_dist,entry,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,road_length_gt4m,sidewalk_length_road_gt4m,sidewalk_length_surface_neg1,sidewalk_length_surface_0,sidewalk_length_surface_1,sidewalk_length_shade_neg1,sidewalk_length_shade_0,sidewalk_length_shade_1,sidewalk_length_obstacle_neg1,sidewalk_length_obstacle_0,sidewalk_length_obstacle_1,barrier_pct_neg1,barrier_pct_0,barrier_pct_1,shade_pct_neg1,shade_pct_0,shade_pct_1,obs_pct_neg1,obs_pct_0,obs_pct_1
A21,PP08,สะพานพระนั่งเกล้า,PP08 สะพานพระนั่งเกล้า,3,3.0,7.666666666666667,0,0.0,0.0,0,0.0,0.0,3,55.0,118.0,0,0.0,0.0,0,0.0,0.0,2,12.0,16.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,72.0,72.0,1,90.0,90.0,2817.0,39,9.01,2.9,35.0,3.82,3480.0,4082.8,3480.0,0.0,348.0,3132.0,2504.0,632.0,344.0,213.0,1712.0,1555.0,0.0,10.0,90.0,72.0,18.2,9.9,6.1,49.2,44.7
A21,PP09,แยกนนทบุรี 1,PP09 แยกนนทบุรี 1,2,10.0,11.5,1,51.0,51.0,0,0.0,0.0,3,55.0,191.0,0,0.0,0.0,0,0.0,0.0,3,26.0,97.66666666666669,1,32.0,32.0,0,0,0,0,0.0,0.0,2,11.0,11.5,0,0.0,0.0,3261.0,20,13.77,2.0,42.0,2.57,3552.0,3905.0,3552.0,0.0,946.0,2606.0,2665.0,887.0,0.0,99.0,2280.0,1173.0,0.0,26.6,73.4,75.0,25.0,0.0,2.8,64.2,33.0
A21,PP10,บางกระสอ,PP10 บางกระสอ,2,3.0,6.5,0,0.0,0.0,0,0.0,0.0,3,3.0,140.33333333333334,0,0.0,0.0,0,0.0,0.0,2,27.0,71.5,0,0.0,0.0,0,0,0,0,0.0,0.0,2,2.0,9.0,0,0.0,0.0,2654.0,38,8.39,3.3,49.0,2.5,1528.0,5036.7,1528.0,0.0,688.0,840.0,1528.0,0.0,0.0,214.0,744.0,570.0,0.0,45.0,55.0,100.0,0.0,0.0,14.0,48.7,37.3
A21,PP12,กระทรวงสาธารณะสุข,PP12 กระทรวงสาธารณะสุข,2,20.0,20.0,0,0.0,0.0,0,0.0,0.0,4,38.0,66.5,0,0.0,0.0,0,0.0,0.0,2,13.0,29.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,,,0,0.0,0.0,4496.0,42,5.83,2.6,21.0,2.41,2325.0,4432.6,2325.0,0.0,1129.0,1196.0,648.0,1561.0,116.0,495.0,1687.0,143.0,0.0,48.6,51.4,27.9,67.1,5.0,21.3,72.6,6.2
A21,PP14,วงศ์สว่าง,PP14 วงศ์สว่าง,3,5.0,6.0,0,0.0,0.0,0,0.0,0.0,4,56.0,141.75,0,0.0,0.0,0,0.0,0.0,3,6.0,62.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3095.0,83,5.09,2.3,24.5,2.88,3189.0,5904.6,3189.0,0.0,890.0,2299.0,389.0,1089.0,1711.0,0.0,512.0,2677.0,0.0,27.9,72.1,12.2,34.1,53.7,0.0,16.1,83.9
AEC,A04,หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,3,5.0,33.333333333333336,0,0.0,0.0,0,0.0,0.0,2,91.0,93.0,0,0.0,0.0,0,0.0,0.0,4,42.0,72.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7467.578947368421,70,6.29,3.5,12.0,2.75,8285.0,10588.9,8285.0,0.0,4096.0,3329.0,1030.0,324.0,6931.0,670.0,5305.0,2310.0,0.0,49.4,40.2,12.4,3.9,83.7,8.1,64.0,27.9
AEC,YL11,หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,3,5.0,33.333333333333336,0,0.0,0.0,0,0.0,0.0,2,91.0,93.0,0,0.0,0.0,0,0.0,0.0,4,42.0,72.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3225.0,70,6.29,3.5,12.0,2.75,8285.0,10588.9,8285.0,0.0,4096.0,3329.0,1030.0,324.0,6931.0,670.0,5305.0,2310.0,0.0,49.4,40.2,12.4,3.9,83.7,8.1,64.0,27.9
AEC,S07,กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,3,6.0,8.0,0,0.0,0.0,0,0.0,0.0,3,42.0,95.33333333333331,0,0.0,0.0,0,0.0,0.0,2,5.0,8.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11356.0,123,4.29,1.5,9.0,6.11,4682.0,10710.3,4438.0,0.0,900.0,3782.0,205.0,3887.0,590.0,0.0,1022.0,3660.0,0.0,19.2,80.8,4.4,83.0,12.6,0.0,21.8,78.2
AEC,G1,กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,3,6.0,8.0,0,0.0,0.0,0,0.0,0.0,3,42.0,95.33333333333331,0,0.0,0.0,0,0.0,0.0,2,5.0,8.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3378.454545454545,123,4.29,1.5,9.0,6.11,4682.0,10710.3,4438.0,0.0,900.0,3782.0,205.0,3887.0,590.0,0.0,1022.0,3660.0,0.0,19.2,80.8,4.4,83.0,12.6,0.0,21.8,78.2
AEC,S12,บางหว้า,BTS บางหว้า และ MRT บางหว้า,5,10.0,41.0,0,0.0,0.0,0,0.0,0.0,4,10.0,107.0,0,0.0,0.0,0,0.0,0.0,3,12.0,75.66666666666667,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16969.0,76,5.68,1.5,62.0,2.55,4320.0,11357.5,4320.0,0.0,2500.0,1320.0,2280.0,2040.0,0.0,0.0,3200.0,1120.0,0.0,57.9,30.6,52.8,47.2,0.0,0.0,74.1,25.9
AEC,BL34,บางหว้า,BTS บางหว้า และ MRT บางหว้า,5,10.0,41.0,0,0.0,0.0,0,0.0,0.0,4,10.0,107.0,0,0.0,0.0,0,0.0,0.0,3,12.0,75.66666666666667,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11869.0,76,5.68,1.5,62.0,2.55,4320.0,11357.5,4320.0,0.0,2500.0,1320.0,2280.0,2040.0,0.0,0.0,3200.0,1120.0,0.0,57.9,30.6,52.8,47.2,0.0,0.0,74.1,25.9
AEC,N02,พญาไท,BTS พญาไท และ APL พญาไท,2,43.0,48.5,0,0.0,0.0,0,0.0,0.0,3,43.0,134.33333333333334,0,0.0,0.0,0,0.0,0.0,5,11.0,23.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,22095.0,92,4.17,3.0,12.0,2.7,6334.0,6405.5,6079.0,0.0,0.0,6303.0,4403.0,1450.0,450.0,0.0,0.0,6303.0,0.0,0.0,99.5,69.5,22.9,7.1,0.0,0.0,99.5
AEC,A08,พญาไท,BTS พญาไท และ APL พญาไท,2,43.0,48.5,0,0.0,0.0,0,0.0,0.0,3,43.0,134.33333333333334,0,0.0,0.0,0,0.0,0.0,5,11.0,23.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16150.157894736842,92,4.17,3.0,12.0,2.7,6334.0,6405.5,6079.0,0.0,0.0,6303.0,4403.0,1450.0,450.0,0.0,0.0,6303.0,0.0,0.0,99.5,69.5,22.9,7.1,0.0,0.0,99.5
AEC,N17,วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,5,5.0,14.0,0,0.0,0.0,0,0.0,0.0,5,52.0,258.4,0,0.0,0.0,0,0.0,0.0,4,22.0,78.25,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23791.0,34,7.12,3.0,12.0,2.64,4941.0,10503.4,4886.0,0.0,1550.0,3391.0,4440.0,445.0,55.0,0.0,2290.0,2650.0,0.0,31.4,68.6,89.9,9.0,1.1,0.0,46.3,53.6
AEC,PK16,วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,5,5.0,14.0,0,0.0,0.0,0,0.0,0.0,5,52.0,258.4,0,0.0,0.0,0,0.0,0.0,4,22.0,78.25,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1470.0,34,7.12,3.0,12.0,2.64,4941.0,10503.4,4886.0,0.0,1550.0,3391.0,4440.0,445.0,55.0,0.0,2290.0,2650.0,0.0,31.4,68.6,89.9,9.0,1.1,0.0,46.3,53.6
AEC,S02,ศาลาแดง,BTS ศาลาแดง  และ MRT สีลม,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,3.0,17.0,0,0.0,0.0,0,0.0,0.0,3,9.0,16.333333333333332,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29675.0,87,5.54,2.5,15.0,1.99,10281.8,10602.3,10242.8,0.0,0.0,10281.8,7831.8,2050.0,400.0,0.0,0.0,10281.8,0.0,0.0,100.0,76.2,19.9,3.9,0.0,0.0,100.0
AEC,BL26,สีลม,BTS ศาลาแดง  และ MRT สีลม,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,3.0,17.0,0,0.0,0.0,0,0.0,0.0,3,9.0,16.333333333333332,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,25542.0,87,5.54,2.5,15.0,1.99,10281.8,10602.3,10242.8,0.0,0.0,10281.8,7831.8,2050.0,400.0,0.0,0.0,10281.8,0.0,0.0,100.0,76.2,19.9,3.9,0.0,0.0,100.0
AEC,S06,สะพานตากสิน,BTS สะพานตากสิน,1,22.0,22.0,0,0.0,0.0,0,0.0,0.0,2,110.0,125.0,0,0.0,0.0,1,30.0,30.0,1,30.0,30.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13908.0,68,4.77,1.5,12.0,1.92,4687.0,7026.8,4687.0,0.0,0.0,4687.0,2997.0,760.0,930.0,800.0,3493.0,394.0,0.0,0.0,100.0,63.9,16.2,19.8,17.1,74.5,8.4
AEC,E15,สำโรง,BTS สำโรง และ MRT  สำโรง,2,5.0,20.5,0,0.0,0.0,0,0.0,0.0,3,5.0,68.0,0,0.0,0.0,0,0.0,0.0,3,11.0,22.33333333333333,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16742.0,67,4.54,2.5,12.0,2.34,5984.0,8341.5,4884.0,0.0,4600.0,1384.0,1584.0,3700.0,700.0,0.0,5500.0,484.0,0.0,76.9,23.1,26.5,61.8,11.7,0.0,91.9,8.1
AEC,YL23,สำโรง,BTS สำโรง และ MRT  สำโรง,2,5.0,20.5,0,0.0,0.0,0,0.0,0.0,3,5.0,68.0,0,0.0,0.0,0,0.0,0.0,3,11.0,22.33333333333333,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4158.0,67,4.54,2.5,12.0,2.34,5984.0,8341.5,4884.0,0.0,4600.0,1384.0,1584.0,3700.0,700.0,0.0,5500.0,484.0,0.0,76.9,23.1,26.5,61.8,11.7,0.0,91.9,8.1
AEC,N08,หมอชิต,BTS หมอชิต และ MRT สวนจตุจักร,2,85.0,242.5,0,0.0,0.0,0,0.0,0.0,3,15.0,73.0,0,0.0,0.0,0,0.0,0.0,4,5.0,14.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,35483.0,39,5.87,3.5,15.0,2.04,6520.0,7658.5,6520.0,0.0,0.0,6520.0,0.0,2656.0,3864.0,0.0,76.0,6444.0,0.0,0.0,100.0,0.0,40.7,59.3,0.0,1.2,98.8
AEC,BL13,สวนจตุจักร,BTS หมอชิต และ MRT สวนจตุจักร,2,85.0,242.5,0,0.0,0.0,0,0.0,0.0,3,15.0,73.0,0,0.0,0.0,0,0.0,0.0,4,5.0,14.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29619.0,39,5.87,3.5,15.0,2.04,6520.0,7658.5,6520.0,0.0,0.0,6520.0,0.0,2656.0,3864.0,0.0,76.0,6444.0,0.0,0.0,100.0,0.0,40.7,59.3,0.0,1.2,98.8
AEC,N09,5 แยกลาดพร้าว,BTS ห้าแยกลาดพร้าว และ MRT พหลโยธิน,2,36.0,38.5,0,0.0,0.0,0,0.0,0.0,3,49.0,85.0,0,0.0,0.0,0,0.0,0.0,4,5.0,98.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26705.0,109,5.18,2.0,21.0,1.8,8614.0,13566.8,7220.0,0.0,450.0,7474.0,4592.0,2422.0,1600.0,290.0,1204.0,7120.0,0.0,5.2,86.8,53.3,28.1,18.6,3.4,14.0,82.7
AEC,BL14,พหลโยธิน,BTS ห้าแยกลาดพร้าว และ MRT พหลโยธิน,2,36.0,38.5,0,0.0,0.0,0,0.0,0.0,3,49.0,85.0,0,0.0,0.0,0,0.0,0.0,4,5.0,98.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16411.0,109,5.18,2.0,21.0,1.8,8614.0,13566.8,7220.0,0.0,450.0,7474.0,4592.0,2422.0,1600.0,290.0,1204.0,7120.0,0.0,5.2,86.8,53.3,28.1,18.6,3.4,14.0,82.7
AEC,N03,อนุสาวรีย์ชัยสมรภูมิ,BTS อนุสาวรีย์ชัยสมรภูมิ,2,12.0,32.0,0,0.0,0.0,0,0.0,0.0,2,29.0,59.5,0,0.0,0.0,0,0.0,0.0,4,5.0,16.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,22424.0,54,5.56,3.0,15.0,2.07,6569.0,5952.6,5200.0,0.0,0.0,6569.0,1310.0,3849.0,1410.0,0.0,0.0,6569.0,0.0,0.0,100.0,19.9,58.6,21.5,0.0,0.0,100.0
AEC,E04,อโศก,BTS อโศก และ MRT สุขุมวิท,2,7.0,28.0,0,0.0,0.0,0,0.0,0.0,2,79.0,79.5,0,0.0,0.0,0,0.0,0.0,2,37.0,39.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,52388.0,77,5.62,3.0,12.0,2.11,9538.0,10130.5,9124.0,0.0,0.0,9538.0,4148.0,3990.0,1400.0,0.0,240.0,9298.0,0.0,0.0,100.0,43.5,41.8,14.7,0.0,2.5,97.5
AEC,BL22,สุขุมวิท,BTS อโศก และ MRT สุขุมวิท,2,7.0,28.0,0,0.0,0.0,0,0.0,0.0,2,79.0,79.5,0,0.0,0.0,0,0.0,0.0,2,37.0,39.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,44114.0,77,5.62,3.0,12.0,2.11,9538.0,10130.5,9124.0,0.0,0.0,9538.0,4148.0,3990.0,1400.0,0.0,240.0,9298.0,0.0,0.0,100.0,43.5,41.8,14.7,0.0,2.5,97.5
AEC,BL01,ท่าพระ,MRT ท่าพระ,3,10.0,13.666666666666666,0,0.0,0.0,0,0.0,0.0,5,170.0,204.0,0,0.0,0.0,0,0.0,0.0,2,5.0,7.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8544.0,106,4.88,2.5,15.0,2.01,3993.0,8394.2,3963.0,0.0,0.0,3993.0,2543.0,1450.0,0.0,0.0,0.0,3993.0,0.0,0.0,100.0,63.7,36.3,0.0,0.0,0.0,100.0
AEC,BL11,บางซื่อ,MRT บางซื่อ และ SRT กรงเทพอภิวัฒน์,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,28.0,28.0,0,0.0,0.0,0,0.0,0.0,2,20.0,21.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,14635.0,19,6.67,3.0,12.0,1.57,2869.0,2264.3,2792.0,0.0,1787.0,1082.0,2334.0,258.0,277.0,0.0,2511.0,358.0,0.0,62.3,37.7,81.4,9.0,9.7,0.0,87.5,12.5
AEC,RN01,กรุงเทพอภิวัฒน์,MRT บางซื่อ และ SRT กรงเทพอภิวัฒน์,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,28.0,28.0,0,0.0,0.0,0,0.0,0.0,2,20.0,21.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9347.636363636364,19,6.67,3.0,12.0,1.57,2869.0,2264.3,2792.0,0.0,1787.0,1082.0,2334.0,258.0,277.0,0.0,2511.0,358.0,0.0,62.3,37.7,81.4,9.0,9.7,0.0,87.5,12.5
AEC,PP15,บางซ่อน,MRT บางซ่อน และ SRT บางซ่อน,3,4.0,21.33333333333333,0,0.0,0.0,0,0.0,0.0,4,5.0,52.75,0,0.0,0.0,0,0.0,0.0,5,6.0,31.6,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4510.0,98,3.94,2.5,12.0,1.8,4918.0,8783.7,4918.0,0.0,0.0,4918.0,818.0,2050.0,2050.0,0.0,1200.0,3718.0,0.0,0.0,100.0,16.6,41.7,41.7,0.0,24.4,75.6
AEC,RW02,บางซ่อน,MRT บางซ่อน และ SRT บางซ่อน,3,4.0,21.33333333333333,0,0.0,0.0,0,0.0,0.0,4,5.0,52.75,0,0.0,0.0,0,0.0,0.0,5,6.0,31.6,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,519.0,98,3.94,2.5,12.0,1.8,4918.0,8783.7,4918.0,0.0,0.0,4918.0,818.0,2050.0,2050.0,0.0,1200.0,3718.0,0.0,0.0,100.0,16.6,41.7,41.7,0.0,24.4,75.6
AEC,BL09,บางโพ,MRT บางโพ,4,5.0,73.25,0,0.0,0.0,0,0.0,0.0,4,120.0,210.0,0,0.0,0.0,0,0.0,0.0,3,9.0,28.666666666666668,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5028.0,74,4.23,2.5,9.0,2.55,3300.0,5268.9,3300.0,0.0,0.0,3300.0,0.0,2000.0,1300.0,0.0,0.0,3300.0,0.0,0.0,100.0,0.0,60.6,39.4,0.0,0.0,100.0
AEC,BL15,ลาดพร้าว,MRT ลาดพร้าว สีน้ำเงิน และ MRT ลาดพร้าว สีเหลือง,3,100.0,123.33333333333331,0,0.0,0.0,0,0.0,0.0,4,39.0,97.5,0,0.0,0.0,0,0.0,0.0,4,2.0,68.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,20450.0,114,5.15,3.0,12.0,2.43,4697.0,13848.2,4697.0,0.0,570.0,3777.0,2549.0,1828.0,320.0,0.0,1189.0,3508.0,0.0,12.1,80.4,54.3,38.9,6.8,0.0,25.3,74.7
AEC,YL01,ลาดพร้าว,MRT ลาดพร้าว สีน้ำเงิน และ MRT ลาดพร้าว สีเหลือง,3,100.0,123.33333333333331,0,0.0,0.0,0,0.0,0.0,4,39.0,97.5,0,0.0,0.0,0,0.0,0.0,4,2.0,68.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10796.0,114,5.15,3.0,12.0,2.43,4697.0,13848.2,4697.0,0.0,570.0,3777.0,2549.0,1828.0,320.0,0.0,1189.0,3508.0,0.0,12.1,80.4,54.3,38.9,6.8,0.0,25.3,74.7
AEC,PP11,ศูนย์ราชการนนทบุรี,MRT ศูนย์ราชการนนทบุรี (สีม่วง) และ ศูนย์ราชการนนทบุรี (สีชมพู),2,10.0,53.5,0,0.0,0.0,0,0.0,0.0,3,6.0,105.0,0,0.0,0.0,0,0.0,0.0,4,2.0,67.25,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5266.0,81,4.89,3.0,10.0,1.91,6598.0,13804.2,6380.0,0.0,0.0,6598.0,2319.0,2180.0,2099.0,0.0,0.0,6598.0,0.0,0.0,100.0,35.1,33.0,31.8,0.0,0.0,100.0
AEC,PK01,ศูนย์ราชการนนทบุรี,MRT ศูนย์ราชการนนทบุรี (สีม่วง) และ ศูนย์ราชการนนทบุรี (สีชมพู),2,10.0,53.5,0,0.0,0.0,0,0.0,0.0,3,6.0,105.0,0,0.0,0.0,0,0.0,0.0,4,2.0,67.25,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3117.0,81,4.89,3.0,10.0,1.91,6598.0,13804.2,6380.0,0.0,0.0,6598.0,2319.0,2180.0,2099.0,0.0,0.0,6598.0,0.0,0.0,100.0,35.1,33.0,31.8,0.0,0.0,100.0
AEC,BL31,สนามไชย,MRT สนามไชย,1,500.0,500.0,0,0.0,0.0,0,0.0,0.0,2,41.0,85.5,0,0.0,0.0,0,0.0,0.0,2,5.0,97.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9083.0,65,5.45,2.5,18.0,1.75,12935.5,6238.7,11471.5,0.0,0.0,12385.5,6135.5,5871.0,929.0,1858.0,2599.0,8478.5,0.0,0.0,95.7,47.4,45.4,7.2,14.4,20.1,65.5
AEC,BL28,หัวลำโพง,MRT หัวลำโพง,2,9.0,12.0,0,0.0,0.0,0,0.0,0.0,3,49.0,65.66666666666667,0,0.0,0.0,0,0.0,0.0,1,2.0,2.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7900.0,148,5.13,1.5,15.0,2.06,13769.0,11209.1,13480.0,0.0,941.0,12828.0,7060.0,2999.0,3710.0,700.0,3942.0,9127.0,0.0,6.8,93.2,51.3,21.8,26.9,5.1,28.6,66.3
AEC,BL10,เตาปูน,MRT เตาปูน,3,4.0,45.66666666666666,0,0.0,0.0,0,0.0,0.0,4,83.0,108.25,0,0.0,0.0,0,0.0,0.0,4,6.0,21.25,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,113,4.16,2.0,10.0,1.95,5103.0,7357.8,4853.0,0.0,365.0,4388.0,2553.0,1750.0,800.0,0.0,750.0,4353.0,0.0,7.2,86.0,50.0,34.3,15.7,0.0,14.7,85.3
AEC,BL21,เพชรบุรี,MRT เพชรบุรี และ ARL มักกะสัน,2,3.0,61.5,0,0.0,0.0,0,0.0,0.0,2,5.0,67.5,0,0.0,0.0,0,0.0,0.0,3,20.0,42.66666666666666,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,35458.0,61,6.43,3.0,12.0,2.43,6198.0,13069.3,6075.0,0.0,450.0,5558.0,4176.0,2022.0,0.0,920.0,300.0,4978.0,0.0,7.3,89.7,67.4,32.6,0.0,14.8,4.8,80.3
AEC,A06,มักกะสัน,MRT เพชรบุรี และ ARL มักกะสัน,2,3.0,61.5,0,0.0,0.0,0,0.0,0.0,2,5.0,67.5,0,0.0,0.0,0,0.0,0.0,3,20.0,42.66666666666666,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13594.78947368421,61,6.43,3.0,12.0,2.43,6198.0,13069.3,6075.0,0.0,450.0,5558.0,4176.0,2022.0,0.0,920.0,300.0,4978.0,0.0,7.3,89.7,67.4,32.6,0.0,14.8,4.8,80.3
AEC,PK10,เมืองทองธานี,MRT เมืองทองธานี,4,6.0,31.75,0,0.0,0.0,0,0.0,0.0,3,170.0,183.33333333333337,0,0.0,0.0,0,0.0,0.0,1,250.0,250.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1281.0,37,5.46,3.5,12.0,1.31,3120.0,5892.9,3120.0,0.0,2350.0,770.0,2620.0,500.0,0.0,240.0,2140.0,740.0,0.0,75.3,24.7,84.0,16.0,0.0,7.7,68.6,23.7
AEC,RN08,ดอนเมือง,SRT ดอนเมือง,5,5.0,26.0,0,0.0,0.0,0,0.0,0.0,3,30.0,86.66666666666667,0,0.0,0.0,0,0.0,0.0,4,10.0,132.5,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6600.0,62,4.95,3.0,12.0,1.24,5859.0,7117.1,3392.0,0.0,0.0,5859.0,4531.0,1000.0,328.0,0.0,328.0,5311.0,0.0,0.0,100.0,77.3,17.1,5.6,0.0,5.6,90.6
AEC,RN06,หลักสี่,SRT หลักสี่ และ MRT หลักสี่,3,5.0,73.0,0,0.0,0.0,0,0.0,0.0,3,10.0,151.66666666666666,0,0.0,0.0,1,5.0,5.0,4,2.0,59.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3758.272727272727,87,5.66,1.5,12.0,1.81,9468.0,16971.2,9468.0,0.0,4030.0,5438.0,7578.0,1890.0,0.0,0.0,5364.0,4104.0,0.0,42.6,57.4,80.0,20.0,0.0,0.0,56.7,43.3
AEC,PK14,หลักสี่,SRT หลักสี่ และ MRT หลักสี่,3,5.0,73.0,0,0.0,0.0,0,0.0,0.0,3,10.0,151.66666666666666,0,0.0,0.0,1,5.0,5.0,4,2.0,59.75,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4525.0,87,5.66,1.5,12.0,1.81,9468.0,16971.2,9468.0,0.0,4030.0,5438.0,7578.0,1890.0,0.0,0.0,5364.0,4104.0,0.0,42.6,57.4,80.0,20.0,0.0,0.0,56.7,43.3
CUTI,A03,บ้านทับช้าง,ARL บ้านทับช้าง,0,0.0,0.0,1,116.0,116.0,1,305.0,305.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,55.0,172.5,2,85.0,262.5,0,0,0,0,0.0,0.0,2,45.0,45.0,0,0.0,0.0,4367.789473684211,12,7.75,5.0,12.0,4.07,1270.0,3340.7,1270.0,0.0,573.0,697.0,704.0,323.0,243.0,0.0,1048.0,222.0,0.0,45.1,54.9,55.4,25.4,19.1,0.0,82.5,17.5
CUTI,A07,ราชปรารภ,ARL ราชปรารภ,0,0.0,0.0,0,0.0,0.0,1,160.04497641591047,160.04497641591047,2,135.32672351169532,227.46805768750573,0,0.0,0.0,0,0.0,0.0,2,5.753580343405236,12.58505588654391,0,0.0,0.0,0,0,0,1,5.753580343405236,5.753580343405236,1,14.0,14.0,0,0.0,0.0,4550.684210526316,29,8.66,4.0,16.0,2.58,7286.9,4509.4,7286.9,0.0,1514.3,5772.5,1327.7,3616.7,2342.5,987.6,1584.6,4714.7,0.0,20.8,79.2,18.2,49.6,32.1,13.6,21.7,64.7
