source,line_code,line_id,เจ้าของโครงการ (รัฐ),ผู้เดินรถ / สัมปทาน (เอกชน),station_name,station,entry,bus_stop_count,win_count,songtaew_count,minibus_count,taxi_count,tuktuk_count,samlor_count,van_count,kiss_ride_count,park_ride_car_count,park_ride_moto_count,bike_parking_count,bike_share_count,scooter_share_count,bike_parking_min_dist,bike_parking_mean_dist,bike_share_min_dist,bike_share_mean_dist,bus_stop_min_dist,bus_stop_mean_dist,kiss_ride_min_dist,kiss_ride_mean_dist,minibus_min_dist,minibus_mean_dist,park_ride_car_min_dist,park_ride_car_mean_dist,park_ride_moto_min_dist,park_ride_moto_mean_dist,samlor_min_dist,samlor_mean_dist,scooter_share_min_dist,scooter_share_mean_dist,songtaew_min_dist,songtaew_mean_dist,taxi_min_dist,taxi_mean_dist,tuktuk_min_dist,tuktuk_mean_dist,van_min_dist,van_mean_dist,win_min_dist,win_mean_dist,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,sidewalk_length,sidewalk_length_1,sidewalk_length_2,road_length_gt4m,road_length_gt4m_atleast1sw,sidewalk_length_surface_neg1,surface_pct_neg1,sidewalk_length_surface_0,surface_pct_0,sidewalk_length_surface_1,surface_pct_1,sidewalk_length_shade_neg1,shade_pct_neg1,sidewalk_length_shade_0,shade_pct_0,sidewalk_length_shade_1,shade_pct_1,sidewalk_length_obstacle_neg1,obs_pct_neg1,sidewalk_length_obstacle_0,obs_pct_0,sidewalk_length_obstacle_1,obs_pct_1,POP25,PRIM25,SEC25,TER25,STU25,TOUR25,COMAR25,n_zones_in_buffer,station_typology
AEC,E15,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),สำโรง,BTS สำโรง และ MRT  สำโรง,16742.0,5,10,2,1,2,1,0,0,5,1,1,5,0,0,5.0,37.75,0.0,0.0,5.0,69.5,5.0,32.5,120.0,120.0,300.0,300.0,98.0,98.0,0.0,0.0,0,0,99.0,194.5,5.0,10.5,290.0,290.0,0.0,0.0,5.0,29.6,67,4.54,2.5,12.0,2.34,5984.0,5534.0,5534.0,450.0,8341.5,4600.2,0.0,0.0,4600.0,76.9,1384.0,23.1,1584.0,26.5,3700.0,61.8,700.0,11.7,0.0,0.0,5500.0,91.9,484.0,8.1,11605.25,0.0,3608.75,7661.5,1290.5,120.75,74500.0,4,Interchange Station
AEC,YL23,YL,รฟม.,BTS Group (EBM),สำโรง,BTS สำโรง และ MRT  สำโรง,4158.0,5,10,2,1,2,1,0,0,5,1,1,5,0,0,5.0,37.75,0.0,0.0,5.0,69.5,5.0,32.5,120.0,120.0,300.0,300.0,98.0,98.0,0.0,0.0,0,0,99.0,194.5,5.0,10.5,290.0,290.0,0.0,0.0,5.0,29.6,67,4.54,2.5,12.0,2.34,5984.0,5534.0,5534.0,450.0,8341.5,4600.2,0.0,0.0,4600.0,76.9,1384.0,23.1,1584.0,26.5,3700.0,61.8,700.0,11.7,0.0,0.0,5500.0,91.9,484.0,8.1,11605.25,0.0,3608.75,7661.5,1290.5,120.75,74500.0,4,Interchange Station
AEC,N08,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),หมอชิต,BTS หมอชิต และ MRT สวนจตุจักร,35483.0,7,14,0,0,6,1,0,3,4,1,0,2,0,0,16.0,208.0,0.0,0.0,15.0,58.0,5.0,67.5,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8.0,50.75,200.0,200.0,0.0,0.0,5.0,12.6,39,5.87,3.5,15.0,2.04,6520.0,4355.0,4355.0,2165.0,7658.5,4239.6,0.0,0.0,0.0,0.0,6520.0,100.0,0.0,0.0,2656.0,40.7,3864.0,59.3,0.0,0.0,76.0,1.2,6444.0,98.8,6500.2,0.0,49.6,12159.6,369.8,20.2,0.0,5,Interchange Station
AEC,BL13,BL,รฟม.,BEM,สวนจตุจักร,BTS หมอชิต และ MRT สวนจตุจักร,29619.0,7,14,0,0,6,1,0,3,4,1,0,2,0,0,16.0,208.0,0.0,0.0,15.0,58.0,5.0,67.5,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8.0,50.75,200.0,200.0,0.0,0.0,5.0,12.6,39,5.87,3.5,15.0,2.04,6520.0,4355.0,4355.0,2165.0,7658.5,4239.6,0.0,0.0,0.0,0.0,6520.0,100.0,0.0,0.0,2656.0,40.7,3864.0,59.3,0.0,0.0,76.0,1.2,6444.0,98.8,6500.2,0.0,49.6,12159.6,369.8,20.2,0.0,5,Interchange Station
AEC,N09,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),5 แยกลาดพร้าว,BTS ห้าแยกลาดพร้าว และ MRT พหลโยธิน,26705.0,11,13,0,0,4,0,0,0,5,1,1,8,7,0,2.0,28.33333333333333,9.0,20.25,10.0,80.66666666666667,5.0,32.8,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,58.333333333333336,0.0,0.0,0.0,0.0,5.0,73.125,109,5.18,2.0,21.0,1.8,8614.0,8014.0,8014.0,600.0,13566.8,6575.7,0.0,0.0,450.0,5.2,7474.0,86.8,4592.0,53.3,2422.0,28.1,1600.0,18.6,290.0,3.4,1204.0,14.0,7120.0,82.7,5191.333333333333,0.0,73.66666666666667,9381.5,729.5,142.16666666666666,76666.66666666667,6,Interchange Station
AEC,BL14,BL,รฟม.,BEM,พหลโยธิน,BTS ห้าแยกลาดพร้าว และ MRT พหลโยธิน,16411.0,11,13,0,0,4,0,0,0,5,1,1,8,7,0,2.0,28.33333333333333,9.0,20.25,10.0,80.66666666666667,5.0,32.8,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,58.333333333333336,0.0,0.0,0.0,0.0,5.0,73.125,109,5.18,2.0,21.0,1.8,8614.0,8014.0,8014.0,600.0,13566.8,6575.7,0.0,0.0,450.0,5.2,7474.0,86.8,4592.0,53.3,2422.0,28.1,1600.0,18.6,290.0,3.4,1204.0,14.0,7120.0,82.7,5191.333333333333,0.0,73.66666666666667,9381.5,729.5,142.16666666666666,76666.66666666667,6,Interchange Station
AEC,N03,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),อนุสาวรีย์ชัยสมรภูมิ,BTS อนุสาวรีย์ชัยสมรภูมิ,22424.0,13,22,0,0,2,2,0,5,5,0,0,3,2,0,12.0,32.0,32.0,32.0,29.0,59.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,190.0,190.0,250.0,250.0,0.0,0.0,5.0,16.75,54,5.56,3.0,15.0,2.07,6569.0,6309.0,6309.0,260.0,5952.6,4867.3,0.0,0.0,0.0,0.0,6569.0,100.0,1310.0,19.9,3849.0,58.6,1410.0,21.5,0.0,0.0,0.0,0.0,6569.0,100.0,6300.875,0.0,406.5,10786.125,1472.0,425.75,18750.0,8,Intermodal Transportation Hub
AEC,E04,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),อโศก,BTS อโศก และ MRT สุขุมวิท,52388.0,10,14,0,0,4,2,0,0,0,1,1,6,8,0,4.0,16.5,4.0,24.8,55.0,118.8,0.0,0.0,0.0,0.0,49.0,49.0,49.0,49.0,0.0,0.0,0,0,0.0,0.0,5.0,70.75,160.0,160.0,0.0,0.0,5.0,50.625,77,5.62,3.0,12.0,2.11,9538.0,7301.0,7301.0,2237.0,10130.5,6895.1,0.0,0.0,0.0,0.0,9538.0,100.0,4148.0,43.5,3990.0,41.8,1400.0,14.7,0.0,0.0,240.0,2.5,9298.0,97.5,9626.8,0.0,209.2,17849.0,656.4,2799.6,32789.6,5,Major Hub
AEC,BL22,BL,รฟม.,BEM,สุขุมวิท,BTS อโศก และ MRT สุขุมวิท,44114.0,10,14,0,0,4,2,0,0,0,1,1,6,8,0,4.0,16.5,4.0,24.8,55.0,118.8,0.0,0.0,0.0,0.0,49.0,49.0,49.0,49.0,0.0,0.0,0,0,0.0,0.0,5.0,70.75,160.0,160.0,0.0,0.0,5.0,50.625,77,5.62,3.0,12.0,2.11,9538.0,7301.0,7301.0,2237.0,10130.5,6895.1,0.0,0.0,0.0,0.0,9538.0,100.0,4148.0,43.5,3990.0,41.8,1400.0,14.7,0.0,0.0,240.0,2.5,9298.0,97.5,9626.8,0.0,209.2,17849.0,656.4,2799.6,32789.6,5,Major Hub
AEC,BL01,BL,รฟม.,BEM,ท่าพระ,MRT ท่าพระ,8544.0,11,5,0,0,0,0,0,0,0,0,0,6,0,0,10.0,13.666666666666666,0.0,0.0,170.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.5,106,4.88,2.5,15.0,2.01,3993.0,3993.0,3993.0,0.0,8394.2,3993.3,0.0,0.0,465.0,11.6,3528.0,88.4,2543.0,63.7,1450.0,36.3,0.0,0.0,0.0,0.0,465.0,11.6,3528.0,88.4,7308.25,0.0,901.5,2204.5,1225.25,25.25,0.0,4,Interchange Station
AEC,BL11,BL,รฟม.,BEM,บางซื่อ,MRT บางซื่อ และ SRT กรงเทพอภิวัฒน์,14635.0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,10.0,17.666666666666668,19,6.67,3.0,12.0,1.57,2869.0,2499.0,2499.0,370.0,2264.3,2128.3,0.0,0.0,1787.0,62.3,1082.0,37.7,2334.0,81.4,258.0,9.0,277.0,9.7,0.0,0.0,2511.0,87.5,358.0,12.5,6731.0,0.0,120.66666666666669,3330.0,484.0,0.0,11404.333333333334,3,Intermodal Transportation Hub
AEC,RN01,RW/RN,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,กรุงเทพอภิวัฒน์,MRT บางซื่อ และ SRT กรงเทพอภิวัฒน์,9347.636364,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,10.0,17.666666666666668,19,6.67,3.0,12.0,1.57,2869.0,2499.0,2499.0,370.0,2264.3,2128.3,0.0,0.0,1787.0,62.3,1082.0,37.7,2334.0,81.4,258.0,9.0,277.0,9.7,0.0,0.0,2511.0,87.5,358.0,12.5,6731.0,0.0,120.66666666666669,3330.0,484.0,0.0,11404.333333333334,3,Intermodal Transportation Hub
AEC,PP15,PP,รฟม.,BEM,บางซ่อน,MRT บางซ่อน และ SRT บางซ่อน,4510.0,12,11,0,0,0,2,0,0,0,2,4,4,0,0,4.0,21.33333333333333,0.0,0.0,5.0,94.2,0.0,0.0,0.0,0.0,160.0,160.0,64.0,128.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,6.0,31.6,98,3.94,2.5,12.0,1.8,4918.0,4884.0,4884.0,34.0,8783.7,4759.1,0.0,0.0,0.0,0.0,4918.0,100.0,818.0,16.6,2050.0,41.7,2050.0,41.7,0.0,0.0,1200.0,24.4,3718.0,75.6,13180.8,0.0,628.6,5089.8,994.6,0.0,3196.8,5,Interchange Station
AEC,RW02,RW/RN,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,บางซ่อน,MRT บางซ่อน และ SRT บางซ่อน,519.0,12,11,0,0,0,2,0,0,0,2,4,4,0,0,4.0,21.33333333333333,0.0,0.0,5.0,94.2,0.0,0.0,0.0,0.0,160.0,160.0,64.0,128.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,6.0,31.6,98,3.94,2.5,12.0,1.8,4918.0,4884.0,4884.0,34.0,8783.7,4759.1,0.0,0.0,0.0,0.0,4918.0,100.0,818.0,16.6,2050.0,41.7,2050.0,41.7,0.0,0.0,1200.0,24.4,3718.0,75.6,13180.8,0.0,628.6,5089.8,994.6,0.0,3196.8,5,Interchange Station
AEC,BL09,BL,รฟม.,BEM,บางโพ,MRT บางโพ,5028.0,8,7,0,0,0,1,0,0,0,0,0,5,0,0,5.0,73.25,0.0,0.0,120.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,9.0,28.666666666666668,74,4.23,2.5,9.0,2.55,3300.0,3300.0,3300.0,0.0,5268.9,3263.5,0.0,0.0,0.0,0.0,3300.0,100.0,0.0,0.0,2000.0,60.6,1300.0,39.4,0.0,0.0,0.0,0.0,3300.0,100.0,15501.833333333334,0.0,738.6666666666666,5302.166666666667,1608.6666666666667,65.5,15833.333333333334,6,Local Station
AEC,BL15,BL,รฟม.,BEM,ลาดพร้าว,MRT ลาดพร้าว สีน้ำเงิน และ MRT ลาดพร้าว สีเหลือง,20450.0,7,10,0,0,0,0,0,0,3,1,1,6,1,0,9.0,76.33333333333333,51.0,51.0,20.0,62.5,2.0,27.666666666666668,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.66666666666666,114,5.15,3.0,12.0,2.43,4697.0,4697.0,4697.0,0.0,13848.2,4616.1,0.0,0.0,570.0,12.1,3777.0,80.4,2549.0,54.3,1828.0,38.9,320.0,6.8,0.0,0.0,1189.0,25.3,3508.0,74.7,5747.5,0.0,195.0,2129.75,1862.75,378.0,12214.5,4,Interchange Station
AEC,YL01,YL,รฟม.,BTS Group (EBM),ลาดพร้าว,MRT ลาดพร้าว สีน้ำเงิน และ MRT ลาดพร้าว สีเหลือง,10796.0,7,10,0,0,0,0,0,0,3,1,1,6,1,0,9.0,76.33333333333333,51.0,51.0,20.0,62.5,2.0,27.666666666666668,0.0,0.0,9.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.66666666666666,114,5.15,3.0,12.0,2.43,4697.0,4697.0,4697.0,0.0,13848.2,4616.1,0.0,0.0,570.0,12.1,3777.0,80.4,2549.0,54.3,1828.0,38.9,320.0,6.8,0.0,0.0,1189.0,25.3,3508.0,74.7,5747.5,0.0,195.0,2129.75,1862.75,378.0,12214.5,4,Interchange Station
AEC,PP11,PP,รฟม.,BEM,ศูนย์ราชการนนทบุรี,MRT ศูนย์ราชการนนทบุรี (สีม่วง) และ ศูนย์ราชการนนทบุรี (สีชมพู),5266.0,12,6,0,0,3,0,0,0,5,1,1,11,0,0,5.0,29.0,0.0,0.0,6.0,70.16666666666667,9.0,123.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0,0,0.0,0.0,25.0,62.333333333333336,0.0,0.0,0.0,0.0,2.0,63.0,81,4.89,3.0,10.0,1.91,6598.0,6598.0,6598.0,0.0,13804.2,6290.0,0.0,0.0,0.0,0.0,6598.0,100.0,2319.0,35.1,2180.0,33.0,2099.0,31.8,0.0,0.0,0.0,0.0,6598.0,100.0,7113.666666666667,0.0,368.8333333333333,7934.333333333333,543.1666666666666,33.666666666666664,16666.666666666668,6,Interchange Station
AEC,PK01,PK,รฟม.,BTS Group (NBM),ศูนย์ราชการนนทบุรี,MRT ศูนย์ราชการนนทบุรี (สีม่วง) และ ศูนย์ราชการนนทบุรี (สีชมพู),3117.0,12,6,0,0,3,0,0,0,5,1,1,11,0,0,5.0,29.0,0.0,0.0,6.0,70.16666666666667,9.0,123.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,0,0,0.0,0.0,25.0,62.333333333333336,0.0,0.0,0.0,0.0,2.0,63.0,81,4.89,3.0,10.0,1.91,6598.0,6598.0,6598.0,0.0,13804.2,6290.0,0.0,0.0,0.0,0.0,6598.0,100.0,2319.0,35.1,2180.0,33.0,2099.0,31.8,0.0,0.0,0.0,0.0,6598.0,100.0,7113.666666666667,0.0,368.8333333333333,7934.333333333333,543.1666666666666,33.666666666666664,16666.666666666668,6,Interchange Station
AEC,BL31,BL,รฟม.,BEM,สนามไชย,MRT สนามไชย,9083.0,16,3,0,0,3,15,0,0,0,0,0,1,0,0,500.0,500.0,0.0,0.0,41.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,140.0,140.0,12.0,28.5,0.0,0.0,5.0,97.5,65,5.45,2.5,18.0,1.75,12935.5,6678.5,6678.5,6257.0,6238.7,5896.0,0.0,0.0,0.0,0.0,12385.5,95.7,6135.5,47.4,5871.0,45.4,929.0,7.2,1858.0,14.4,2599.0,20.1,8478.5,65.5,5133.428571428572,0.0,152.28571428571428,5073.428571428572,7644.714285714285,92.28571428571428,2612.8571428571427,7,Local Station
AEC,BL28,BL,รฟม.,BEM,หัวลำโพง,MRT หัวลำโพง,7900.0,15,5,0,0,2,7,0,0,5,2,2,3,3,0,9.0,12.0,15.0,92.5,49.0,65.66666666666667,53.0,101.5,0.0,0.0,130.0,130.0,130.0,130.0,0.0,0.0,0,0,0.0,0.0,190.0,190.0,15.0,15.0,0.0,0.0,2.0,2.0,148,5.16,1.5,15.0,2.1,14569.0,9817.0,9817.0,4752.0,11750.8,9119.2,0.0,0.0,941.0,6.5,13628.0,93.5,7460.0,51.2,3399.0,23.3,3710.0,25.5,700.0,4.8,4342.0,29.8,9527.0,65.4,5339.444444444444,0.0,118.88888888888889,8180.444444444444,1207.888888888889,296.22222222222223,0.0,9,Intermodal Transportation Hub
AEC,BL10,BL,รฟม.,BEM,เตาปูน,MRT เตาปูน,7300.0,9,14,0,0,0,8,0,0,1,0,0,4,0,0,4.0,45.66666666666666,0.0,0.0,83.0,108.25,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,21.0,107.0,0.0,0.0,6.0,21.25,113,4.16,2.0,10.0,1.95,5103.0,5067.0,5067.0,36.0,7357.8,4761.0,0.0,0.0,365.0,7.2,4388.0,86.0,2553.0,50.0,1750.0,34.3,800.0,15.7,0.0,0.0,750.0,14.7,4353.0,85.3,18973.25,0.0,765.0,6257.5,1027.75,0.0,8553.25,4,Interchange Station
AEC,BL21,BL,รฟม.,BEM,เพชรบุรี,MRT เพชรบุรี และ ARL มักกะสัน,35458.0,9,9,0,0,1,0,0,0,3,4,4,5,0,0,3.0,110.0,0.0,0.0,5.0,35.666666666666664,9.0,15.5,0.0,0.0,87.0,163.5,87.0,163.5,0.0,0.0,0,0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,10.0,74.83333333333333,61,6.43,3.0,12.0,2.43,6198.0,6198.0,6198.0,0.0,13069.3,6026.7,0.0,0.0,450.0,7.3,5558.0,89.7,4176.0,67.4,2022.0,32.6,0.0,0.0,920.0,14.8,300.0,4.8,4978.0,80.3,1814.6666666666667,0.0,95.5,3620.5,5646.666666666667,369.0,0.0,6,Interchange Station
AEC,A06,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,มักกะสัน,MRT เพชรบุรี และ ARL มักกะสัน,13594.78947,9,9,0,0,1,0,0,0,3,4,4,5,0,0,3.0,110.0,0.0,0.0,5.0,35.666666666666664,9.0,15.5,0.0,0.0,87.0,163.5,87.0,163.5,0.0,0.0,0,0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,10.0,74.83333333333333,61,6.43,3.0,12.0,2.43,6198.0,6198.0,6198.0,0.0,13069.3,6026.7,0.0,0.0,450.0,7.3,5558.0,89.7,4176.0,67.4,2022.0,32.6,0.0,0.0,920.0,14.8,300.0,4.8,4978.0,80.3,1814.6666666666667,0.0,95.5,3620.5,5646.666666666667,369.0,0.0,6,Interchange Station
AEC,PK10,PK,รฟม.,BTS Group (NBM),เมืองทองธานี,MRT เมืองทองธานี,1281.0,5,2,0,0,0,1,0,0,3,0,0,9,0,0,6.0,31.75,0.0,0.0,170.0,183.33333333333337,7.0,50.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,220.0,220.0,0.0,0.0,250.0,250.0,37,5.46,3.5,12.0,1.31,3120.0,2880.0,2880.0,240.0,5892.9,2782.7,0.0,0.0,2350.0,75.3,770.0,24.7,2620.0,84.0,500.0,16.0,0.0,0.0,240.0,7.7,2140.0,68.6,740.0,23.7,4917.333333333333,0.0,726.6666666666666,9297.0,21.0,117.33333333333331,5291.0,3,Destination Gateway
AEC,RN08,RW/RN,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,ดอนเมือง,SRT ดอนเมือง,6600.0,3,4,0,0,1,0,0,0,5,6,2,5,0,0,5.0,26.0,0.0,0.0,30.0,86.66666666666667,10.0,56.0,0.0,0.0,17.0,88.33333333333333,81.0,82.0,0.0,0.0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,132.5,62,4.95,3.0,12.0,1.24,5859.0,4241.0,4241.0,1618.0,7117.1,2781.2,0.0,0.0,0.0,0.0,5859.0,100.0,4531.0,77.3,1000.0,17.1,328.0,5.6,0.0,0.0,328.0,5.6,5311.0,90.6,23378.666666666668,0.0,948.3333333333334,7669.333333333333,3830.0,292.6666666666667,0.0,3,Intermodal Transportation Hub
AEC,RN06,RW/RN,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,หลักสี่,SRT หลักสี่ และ MRT หลักสี่,3758.272727,8,6,2,0,0,0,0,0,4,2,2,5,0,0,5.0,73.0,0.0,0.0,10.0,188.75,5.0,33.5,0.0,0.0,24.0,46.0,10.0,39.0,0.0,0.0,0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,59.75,87,5.66,1.5,12.0,1.81,9468.0,8648.0,8648.0,820.0,16971.2,8337.8,0.0,0.0,4030.0,42.6,5438.0,57.4,7578.0,80.0,1890.0,20.0,0.0,0.0,0.0,0.0,5364.0,56.7,4104.0,43.3,11000.8,0.0,2195.2,4657.0,887.2,73.6,0.0,5,Interchange Station
AEC,PK14,PK,รฟม.,BTS Group (NBM),หลักสี่,SRT หลักสี่ และ MRT หลักสี่,4525.0,8,6,2,0,0,0,0,0,4,2,2,5,0,0,5.0,73.0,0.0,0.0,10.0,188.75,5.0,33.5,0.0,0.0,24.0,46.0,10.0,39.0,0.0,0.0,0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,59.75,87,5.66,1.5,12.0,1.81,9468.0,8648.0,8648.0,820.0,16971.2,8337.8,0.0,0.0,4030.0,42.6,5438.0,57.4,7578.0,80.0,1890.0,20.0,0.0,0.0,0.0,0.0,5364.0,56.7,4104.0,43.3,11000.8,0.0,2195.2,4657.0,887.2,73.6,0.0,5,Interchange Station
CUTI,A03,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,บ้านทับช้าง,ARL บ้านทับช้าง,4367.789474,0,2,0,0,1,0,0,0,2,6,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,85.0,262.5,116.0,116.0,0.0,0.0,0,0,0.0,0.0,305.0,305.0,0.0,0.0,0.0,0.0,55.0,172.5,12,7.75,5.0,12.0,4.07,1270.0,657.0,657.0,613.0,3340.7,716.4,0.0,0.0,573.0,45.1,697.0,54.9,704.0,55.4,323.0,25.4,243.0,19.1,0.0,0.0,1048.0,82.5,222.0,17.5,6809.0,1.5,225.25,1612.0,202.25,0.0,0.0,4,Local Station
CUTI,A07,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,ราชปรารภ,ARL ราชปรารภ,4550.684211,9,11,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,135.32672351169532,227.46805768750573,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,160.04497641591047,160.04497641591047,5.753580343405236,5.753580343405236,0.0,0.0,5.753580343405236,12.58505588654391,29,8.66,4.0,16.0,2.58,7286.9,3585.9,3585.9,3700.9,4509.4,3757.9,0.0,0.0,1514.3,20.8,5772.5,79.2,1327.7,18.2,3616.7,49.6,2342.5,32.1,987.6,13.6,1584.6,21.7,4714.7,64.7,3977.777777777778,0.0,72.33333333333333,3881.3333333333335,1038.2222222222222,1364.0,29321.666666666668,9,Local Station
CUTI,A05,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,รามคำแหง,ARL รามคำแหง,7074.210526,8,12,1,1,0,0,0,0,0,2,0,1,0,0,25.24154442,25.24154442,0.0,0.0,120.0032327,120.0032327,0.0,0.0,530.0,530.0,199.9557588,199.9557588,0.0,0.0,0.0,0.0,0,0,130.0483989,130.0483989,0.0,0.0,0.0,0.0,0.0,0.0,49.96167056,49.96167056,65,5.52,2.1,10.0,1.76,10974.0,5486.0,5486.0,5488.0,7330.0,5114.6,112.0,1.0,8050.0,73.4,2812.0,25.6,693.0,6.3,7070.0,64.4,3211.0,29.3,2570.0,23.4,6915.0,63.0,1489.0,13.6,6811.0,0.0,831.0,4057.75,1645.0,170.5,0.0,4,Local Station
CUTI,A02,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,ลาดกระบัง,ARL ลาดกระบัง,11388.57895,2,1,1,0,1,0,0,0,2,2,2,0,0,0,0.0,0.0,0.0,0.0,105.0,105.0,25.0,25.0,0.0,0.0,108.0,108.0,25.0,25.0,0.0,0.0,0,0,99.0,99.0,60.0,60.0,0.0,0.0,0.0,0.0,110.0,110.0,47,5.76,3.1,16.0,2.75,2579.0,2538.0,2538.0,41.0,6677.5,2029.9,69.0,2.7,475.0,18.4,2035.0,78.9,461.0,17.9,1046.0,40.6,1072.0,41.6,841.0,32.6,442.0,17.1,1296.0,50.3,7809.4,11.0,683.0,4541.2,2241.6,42.2,0.0,5,Local Station
CUTI,E01,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),ชิดลม,BTS ชิดลม,27095.0,8,13,0,0,0,1,0,0,2,0,0,0,3,0,0.0,0.0,80.0,165.0,5.0,71.2802973025,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,170.0,170.0,0.0,0.0,25.48513275,95.06771086666669,36,7.43,4.0,13.0,3.09,10784.0,5372.0,5372.0,5412.0,5667.1,5102.2,0.0,0.0,4853.0,45.0,5931.0,55.0,1990.0,18.5,8794.0,81.5,0.0,0.0,0.0,0.0,4543.0,42.1,6241.0,57.9,3819.571428571429,0.0,2.2857142857142856,29334.285714285714,804.4285714285714,1601.142857142857,158558.2857142857,7,Local Station
CUTI,E17,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),ช้างเอราวัณ,BTS ช้างเอราวัณ,5285.0,7,3,0,0,0,0,0,0,2,0,0,3,0,0,25.0,49.5,0.0,0.0,16.0,100.66666666666669,22.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,35.5,37,4.72,2.0,15.0,2.43,2653.0,2653.0,2653.0,0.0,2394.5,2308.4,0.0,0.0,0.0,0.0,2653.0,100.0,2653.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.0,100.0,10513.0,0.0,981.3333333333334,6208.333333333333,752.6666666666666,0.0,0.0,3,Local Station
