source,line_code,line_id,เจ้าของโครงการ (รัฐ),ผู้เดินรถ / สัมปทาน (เอกชน),station_name,station,entry,bus_stop_count,win_count,songtaew_count,minibus_count,taxi_count,tuktuk_count,samlor_count,van_count,kiss_ride_count,park_ride_car_count,park_ride_moto_count,bike_parking_count,bike_share_count,scooter_share_count,bike_parking_min_dist,bike_parking_mean_dist,bike_share_min_dist,bike_share_mean_dist,bus_stop_min_dist,bus_stop_mean_dist,kiss_ride_min_dist,kiss_ride_mean_dist,minibus_min_dist,minibus_mean_dist,park_ride_car_min_dist,park_ride_car_mean_dist,park_ride_moto_min_dist,park_ride_moto_mean_dist,samlor_min_dist,samlor_mean_dist,scooter_share_min_dist,scooter_share_mean_dist,songtaew_min_dist,songtaew_mean_dist,taxi_min_dist,taxi_mean_dist,tuktuk_min_dist,tuktuk_mean_dist,van_min_dist,van_mean_dist,win_min_dist,win_mean_dist,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,sidewalk_length,sidewalk_length_1,sidewalk_length_2,road_length_gt4m,road_length_gt4m_atleast1sw,sidewalk_length_surface_neg1,surface_pct_neg1,sidewalk_length_surface_0,surface_pct_0,sidewalk_length_surface_1,surface_pct_1,sidewalk_length_shade_neg1,shade_pct_neg1,sidewalk_length_shade_0,shade_pct_0,sidewalk_length_shade_1,shade_pct_1,sidewalk_length_obstacle_neg1,obs_pct_neg1,sidewalk_length_obstacle_0,obs_pct_0,sidewalk_length_obstacle_1,obs_pct_1,POP25,PRIM25,SEC25,TER25,STU25,TOUR25,COMAR25,n_zones_in_buffer,station_typology
A21,PK21,PK,รฟม.,BTS Group (NBM),วัชรพล,PK21 วัชรพล,959.0,3,1,0,0,0,0,0,0,2,0,0,6,0,0,2.0,14.5,0.0,0.0,57.0,60.5,35.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,44,8.46,2.8,31.5,4.29,4294.0,2120.0,2120.0,2174.0,8089.8,2374.1,0.0,0.0,1427.0,33.2,2665.0,62.1,2280.0,53.1,1719.0,40.0,295.0,6.9,0.0,0.0,1778.0,41.4,2516.0,58.6,11228.75,0.25,362.5,1361.75,986.0,0.0,0.0,4,Local Station
A21,PK22,PK,รฟม.,BTS Group (NBM),รามอินทรา กม.6,PK22 รามอินทรา กม.6,1418.0,9,5,0,0,0,0,0,1,4,0,0,11,0,0,1.0,9.25,0.0,0.0,47.0,218.75,16.0,67.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,186.75,73,7.27,4.0,28.0,2.69,2409.0,1384.0,1147.0,1262.0,10817.2,1736.6,112.0,4.6,1085.0,45.0,1212.0,50.3,1381.0,57.3,1028.0,42.7,0.0,0.0,112.0,4.6,2297.0,95.4,0.0,0.0,10459.4,0.6,310.8,1226.8,787.0,0.0,0.0,5,Local Station
A21,PK23,PK,รฟม.,BTS Group (NBM),คู้บอน,PK23 คู้บอน,1453.0,7,6,1,0,0,0,0,3,3,0,0,10,0,0,3.0,50.5,0.0,0.0,50.0,106.66666666666669,6.5,38.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,80.0,80.0,48,7.06,4.0,30.0,2.73,2429.0,1284.0,1284.0,1145.0,6762.8,1607.4,0.0,0.0,1042.0,42.9,1387.0,57.1,1422.0,58.5,1007.0,41.5,0.0,0.0,0.0,0.0,1954.0,80.4,475.0,19.6,8771.5,0.5,505.25,1533.75,382.25,47.5,0.0,4,Local Station
A21,PK24,PK,รฟม.,BTS Group (NBM),รามอินทรา กม.9,PK24 รามอินทรา กม.9,2015.0,6,1,0,0,0,0,0,0,4,0,0,9,0,0,4.0,10.75,0.0,0.0,45.0,178.0,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,50,7.58,3.5,35.0,3.03,1537.0,763.0,722.0,815.0,9311.6,1056.3,0.0,0.0,530.0,34.5,1007.0,65.5,1346.0,87.6,150.0,9.8,41.0,2.7,41.0,2.7,1496.0,97.3,0.0,0.0,8746.0,2.0,1081.6666666666667,1612.6666666666667,364.3333333333333,80.66666666666667,0.0,3,Local Station
A21,PK25,PK,รฟม.,BTS Group (NBM),วงแหวนรามอินทรา,PK25 วงแหวนรามอินทรา,3113.0,5,2,1,0,1,0,0,0,2,0,0,3,0,0,14.0,36.333333333333336,0.0,0.0,1.0,207.5,8.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,17,11.65,4.0,38.5,2.95,2430.0,1518.0,856.0,1574.0,3578.5,1646.0,0.0,0.0,662.0,27.2,1768.0,72.8,1295.0,53.3,775.0,31.9,360.0,14.8,0.0,0.0,1699.0,69.9,731.0,30.1,6248.333333333333,2.0,593.8333333333334,3781.6666666666665,105.0,76.0,78183.33333333333,6,Local Station
A21,PK26,PK,รฟม.,BTS Group (NBM),นพรัตน์,PK26 นพรัตน์,761.0,6,3,0,0,0,0,0,0,3,0,0,5,0,0,7.0,8.625,0.0,0.0,45.0,154.75,1.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,59,7.84,3.2,28.0,2.87,2688.0,1363.0,1363.0,1325.0,7703.9,1498.1,0.0,0.0,917.0,34.1,1771.0,65.9,689.0,25.6,1551.0,57.7,448.0,16.7,0.0,0.0,2688.0,100.0,0.0,0.0,6108.6,1.2,298.2,2329.4,475.0,61.2,1919.6,5,Local Station
A21,PK27,PK,รฟม.,BTS Group (NBM),บางชัน,PK27 บางชัน,713.0,8,4,0,0,0,0,0,0,3,0,0,10,0,0,0.5,7.0,0.0,0.0,37.0,154.5,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,222.0,37,9.36,2.5,28.0,3.03,2762.0,1390.0,1390.0,1372.0,5693.0,1672.9,42.0,1.5,458.0,16.6,2262.0,81.9,1063.0,38.5,1615.0,58.5,84.0,3.0,458.0,16.6,1293.0,46.8,1011.0,36.6,5635.666666666667,0.0,635.0,1253.6666666666667,684.3333333333334,0.0,3199.3333333333335,3,Local Station
A21,PK28,PK,รฟม.,BTS Group (NBM),เศรษฐบุตรบำเพ็ญ,PK28 เศรษฐบุตรบำเพ็ญ,862.0,8,4,0,0,0,0,0,0,2,0,0,8,0,0,4.0,19.25,0.0,0.0,90.0,125.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,111.33333333333331,49,8.14,2.6,28.0,3.51,2111.0,1061.0,1061.0,1050.0,6538.1,1299.5,137.0,6.5,277.0,13.1,1697.0,80.4,1902.0,90.1,94.0,4.5,115.0,5.4,137.0,6.5,1558.0,73.8,416.0,19.7,8111.75,0.25,447.0,1619.0,1006.75,0.0,10316.5,4,Local Station
A21,PK29,PK,รฟม.,BTS Group (NBM),ตลาดมีนบุรี,PK29 ตลาดมีนบุรี,3071.0,7,12,4,0,1,0,0,3,2,0,0,6,0,0,3.0,11.75,0.0,0.0,6.0,110.5,7.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75.0,192.5,4.0,4.0,0.0,0.0,210.0,210.0,8.0,35.25,34,9.46,3.5,28.0,2.6,2108.0,1182.0,1076.0,1032.0,4941.4,1311.2,0.0,0.0,351.0,16.7,1757.0,83.3,576.0,27.3,1352.0,64.1,180.0,8.5,118.0,5.6,1023.0,48.5,967.0,45.9,9408.8,2.4,159.8,3492.4,2311.6,100.4,20956.2,5,Local Station
A21,PK30,PK,รฟม.,BTS Group (NBM),มีนบุรี,PK30 มีนบุรี,1811.0,3,2,0,0,0,0,0,1,1,1,1,5,0,0,35.0,35.0,0.0,0.0,340.0,340.0,5.5,5.5,0.0,0.0,70.0,70.0,90.0,90.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,396.0,97.0,97.0,39,7.59,1.5,35.0,4.96,2388.0,1224.0,1224.0,1164.0,4690.8,1391.9,0.0,0.0,891.0,37.3,1497.0,62.7,1839.0,77.0,482.0,20.2,67.0,2.8,178.0,7.5,228.0,9.5,1982.0,83.0,9408.8,2.4,159.8,3492.4,2311.6,100.4,20956.2,5,Local Station
A21,PP01,PP,รฟม.,BEM,คลองบางไผ่,PP01 คลองบางไผ่,6697.0,3,3,0,0,3,0,0,1,4,1,1,3,0,0,5.0,16.666666666666668,0.0,0.0,2.0,22.33333333333333,12.0,22.666666666666668,0.0,0.0,20.0,20.0,166.0,166.0,0.0,0.0,0,0,0.0,0.0,5.0,33.333333333333336,0.0,0.0,95.0,95.0,45.0,63.5,48,15.16,4.0,59.5,2.11,2559.0,1810.0,1716.0,843.0,5200.3,2068.9,537.0,21.0,858.0,33.5,1164.0,45.5,2059.0,80.5,90.0,3.5,410.0,16.0,707.0,27.6,1143.0,44.7,709.0,27.7,6655.5,27.25,89.25,2562.75,2133.5,0.0,0.0,4,Local Station
A21,PP02,PP,รฟม.,BEM,ตลาดบางใหญ่,PP02 ตลาดบางใหญ่,5427.0,4,8,1,0,4,0,0,0,2,0,0,3,0,0,3.0,12.5,0.0,0.0,60.0,133.75,7.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,15.333333333333334,0.0,0.0,0.0,0.0,16.0,24.0,57,8.49,5.0,52.5,2.16,3840.0,2071.0,1916.0,1924.0,8843.1,2376.2,0.0,0.0,1724.0,44.9,2116.0,55.1,2872.0,74.8,658.0,17.1,310.0,8.1,1064.0,27.7,1556.0,40.5,1220.0,31.8,6964.25,9.0,139.25,2759.25,635.5,0.0,119999.5,4,Local Station
A21,PP03,PP,รฟม.,BEM,สามแยกบางใหญ่,PP03 สามแยกบางใหญ่,1451.0,5,3,0,0,0,0,0,0,2,1,1,7,0,0,10.0,28.5,0.0,0.0,2.0,24.5,2.0,11.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,139.0,54,7.27,3.1,49.0,2.33,2260.0,1200.0,1200.0,1060.0,7456.6,1659.5,279.0,12.3,1981.0,87.7,0.0,0.0,1870.0,82.7,324.0,14.3,66.0,2.9,617.0,27.3,1515.0,67.0,128.0,5.7,8224.333333333334,14.333333333333334,354.6666666666667,4010.0,71.66666666666667,32.0,0.0,3,Local Station
A21,PP04,PP,รฟม.,BEM,บางพลู,PP04 บางพลู,2194.0,5,3,0,0,1,0,0,0,4,0,0,5,0,0,4.0,9.666666666666666,0.0,0.0,100.0,102.0,2.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,136.0,142.0,20,10.75,3.0,42.0,2.37,3494.0,1859.0,1708.0,1786.0,3890.9,2128.4,1348.0,38.6,2146.0,61.4,0.0,0.0,3494.0,100.0,0.0,0.0,0.0,0.0,479.0,13.7,3015.0,86.3,0.0,0.0,4585.428571428572,11.0,226.1428571428571,1958.0,160.57142857142858,33.0,0.0,7,Local Station
A21,PP05,PP,รฟม.,BEM,บางรักใหญ่,PP05 บางรักใหญ่,1065.0,3,2,0,0,0,0,0,0,2,0,0,5,0,0,6.0,6.75,0.0,0.0,66.0,166.33333333333334,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,26,9.54,1.5,49.0,3.01,1511.0,793.0,793.0,718.0,3380.9,1077.0,1349.0,89.3,54.0,3.6,108.0,7.1,1511.0,100.0,0.0,0.0,0.0,0.0,150.0,9.9,1199.0,79.4,162.0,10.7,5163.0,20.0,215.75,1670.75,71.0,89.0,0.0,4,Local Station
A21,PP06,PP,รฟม.,BEM,บางรักน้อยท่าอิฐ,PP06 บางรักน้อยท่าอิฐ,2440.0,4,4,0,0,1,0,0,0,2,1,1,2,0,0,9.0,18.0,0.0,0.0,65.0,74.0,10.0,11.0,0.0,0.0,16.0,16.0,60.0,60.0,0.0,0.0,0,0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,38.5,18,14.16,1.5,49.0,2.43,2100.6,1347.6,978.0,1122.6,3312.3,1604.6,169.0,8.0,1401.6,66.7,530.0,25.2,1427.6,68.0,519.0,24.7,154.0,7.3,0.0,0.0,1213.0,57.7,887.6,42.3,7518.25,18.75,39.0,2125.5,252.5,45.0,0.0,4,Local Station
A21,PP07,PP,รฟม.,BEM,ไทรม้า,PP07 ไทรม้า,2104.0,3,2,0,0,0,0,0,0,2,0,0,3,0,0,1.0,6.0,0.0,0.0,11.0,33.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33.5,9,11.09,2.4,49.0,3.0,1353.0,692.0,692.0,661.0,1139.5,991.7,0.0,0.0,0.0,0.0,1353.0,100.0,1353.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,37.4,847.0,62.6,7157.333333333333,12.333333333333334,49.333333333333336,1124.0,276.6666666666667,58.0,0.0,3,Local Station
A21,PP08,PP,รฟม.,BEM,สะพานพระนั่งเกล้า,PP08 สะพานพระนั่งเกล้า,2817.0,7,4,0,1,0,0,0,0,1,0,0,4,0,0,3.0,7.666666666666667,0.0,0.0,55.0,118.0,72.0,72.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,39,9.01,2.9,35.0,3.82,3480.0,1750.0,1750.0,1730.0,4082.8,2146.2,0.0,0.0,348.0,10.0,3132.0,90.0,2504.0,72.0,632.0,18.2,344.0,9.9,213.0,6.1,1712.0,49.2,1555.0,44.7,8864.5,5.25,791.5,6107.75,760.25,74.0,0.0,4,Local Station
A21,PP09,PP,รฟม.,BEM,แยกนนทบุรี 1,PP09 แยกนนทบุรี 1,3261.0,3,4,0,0,1,0,0,0,2,1,1,2,0,0,10.0,11.5,0.0,0.0,55.0,191.0,11.0,11.5,0.0,0.0,32.0,32.0,51.0,51.0,0.0,0.0,0,0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,26.0,97.66666666666669,20,13.77,2.0,42.0,2.57,3552.0,1896.0,1896.0,1656.0,3905.0,2184.1,0.0,0.0,946.0,26.6,2606.0,73.4,2665.0,75.0,887.0,25.0,0.0,0.0,99.0,2.8,2280.0,64.2,1173.0,33.0,7512.25,4.25,1122.75,5978.0,827.0,20.0,35000.0,4,Local Station
A21,PP10,PP,รฟม.,BEM,บางกระสอ,PP10 บางกระสอ,2654.0,4,3,0,0,0,1,0,0,2,0,0,2,0,0,3.0,6.5,0.0,0.0,3.0,140.33333333333334,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,27.0,71.5,38,8.39,3.3,49.0,2.5,1528.0,798.0,798.0,730.0,5036.7,1222.7,0.0,0.0,688.0,45.0,840.0,55.0,1528.0,100.0,0.0,0.0,0.0,0.0,214.0,14.0,744.0,48.7,570.0,37.3,9822.0,0.8,637.4,7683.8,662.0,350.0,30800.0,5,Local Station
A21,PP12,PP,รฟม.,BEM,กระทรวงสาธารณะสุข,PP12 กระทรวงสาธารณะสุข,4496.0,5,2,0,0,0,0,1,0,0,0,0,3,0,0,20.0,20.0,0.0,0.0,38.0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,42,5.83,2.6,21.0,2.41,2325.0,1180.0,1180.0,1145.0,4432.6,1940.3,0.0,0.0,1129.0,48.6,1196.0,51.4,648.0,27.9,1561.0,67.1,116.0,5.0,495.0,21.3,1687.0,72.6,143.0,6.2,8048.4,0.8,382.8,7860.4,718.6,0.0,6480.0,5,Local Station
A21,PP14,PP,รฟม.,BEM,วงศ์สว่าง,PP14 วงศ์สว่าง,3095.0,11,4,0,0,0,0,0,0,0,0,0,6,0,0,5.0,6.0,0.0,0.0,56.0,141.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,62.0,83,5.09,2.3,24.5,2.88,3189.0,1581.0,1581.0,1608.0,5904.6,1779.4,0.0,0.0,890.0,27.9,2299.0,72.1,389.0,12.2,1089.0,34.1,1711.0,53.7,0.0,0.0,512.0,16.1,2677.0,83.9,11721.666666666666,0.0,343.6666666666667,4622.333333333333,421.3333333333333,0.0,5328.0,3,Local Station
AEC,A04,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,7467.578947,6,8,1,0,1,0,0,0,2,1,1,3,0,0,5.0,33.333333333333336,0.0,0.0,91.0,93.0,5.0,12.5,0.0,0.0,120.0,120.0,10.0,10.0,0.0,0.0,0,0,230.0,230.0,140.0,140.0,0.0,0.0,0.0,0.0,10.0,59.5,70,6.29,3.5,12.0,2.75,8285.0,7008.0,7008.0,1277.0,10588.9,6821.9,0.0,0.0,4096.0,49.4,3329.0,40.2,1030.0,12.4,324.0,3.9,6931.0,83.7,670.0,8.1,5305.0,64.0,2310.0,27.9,3984.0,0.1666666666666666,499.0,5560.166666666667,3026.0,54.5,4374.666666666667,6,Interchange Station
AEC,YL11,YL,รฟม.,BTS Group (EBM),หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,3225.0,6,8,1,0,1,0,0,0,2,1,1,3,0,0,5.0,33.333333333333336,0.0,0.0,91.0,93.0,5.0,12.5,0.0,0.0,120.0,120.0,10.0,10.0,0.0,0.0,0,0,230.0,230.0,140.0,140.0,0.0,0.0,0.0,0.0,10.0,59.5,70,6.29,3.5,12.0,2.75,8285.0,7008.0,7008.0,1277.0,10588.9,6821.9,0.0,0.0,4096.0,49.4,3329.0,40.2,1030.0,12.4,324.0,3.9,6931.0,83.7,670.0,8.1,5305.0,64.0,2310.0,27.9,3984.0,0.1666666666666666,499.0,5560.166666666667,3026.0,54.5,4374.666666666667,6,Interchange Station
AEC,S07,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,11356.0,4,3,0,0,1,0,0,0,0,1,1,4,0,0,6.0,8.5,0.0,0.0,17.0,70.25,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,123,4.29,1.5,9.0,6.11,4682.0,4599.0,4599.0,83.0,10710.3,3970.1,0.0,0.0,900.0,19.2,3782.0,80.8,205.0,4.4,3887.0,83.0,590.0,12.6,0.0,0.0,1022.0,21.8,3660.0,78.2,6000.833333333333,0.0,887.8333333333334,4682.166666666667,278.3333333333333,135.66666666666666,0.0,6,Interchange Station
AEC,G1,GL,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,3378.454545,4,3,0,0,1,0,0,0,0,1,1,4,0,0,6.0,8.5,0.0,0.0,17.0,70.25,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,123,4.29,1.5,9.0,6.11,4682.0,4599.0,4599.0,83.0,10710.3,3970.1,0.0,0.0,900.0,19.2,3782.0,80.8,205.0,4.4,3887.0,83.0,590.0,12.6,0.0,0.0,1022.0,21.8,3660.0,78.2,6000.833333333333,0.0,887.8333333333334,4682.166666666667,278.3333333333333,135.66666666666666,0.0,6,Interchange Station
AEC,S12,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),บางหว้า,BTS บางหว้า และ MRT บางหว้า,16969.0,8,5,0,0,2,0,0,1,1,0,2,12,0,0,10.0,30.0,0.0,0.0,10.0,77.0,32.0,32.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0,0,0.0,0.0,21.0,21.0,0.0,0.0,30.0,30.0,12.0,55.66666666666666,76,5.68,1.5,62.0,2.55,4320.0,3570.0,3570.0,750.0,11357.5,4087.6,0.0,0.0,2500.0,57.9,1320.0,30.6,2280.0,52.8,2040.0,47.2,0.0,0.0,0.0,0.0,3200.0,74.1,1120.0,25.9,7027.285714285715,0.5714285714285714,1224.2857142857142,2611.285714285714,1630.571428571429,24.857142857142858,0.0,7,Interchange Station
AEC,BL34,BL,รฟม.,BEM,บางหว้า,BTS บางหว้า และ MRT บางหว้า,11869.0,8,5,0,0,2,0,0,1,1,0,2,12,0,0,10.0,30.0,0.0,0.0,10.0,77.0,32.0,32.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0,0,0.0,0.0,21.0,21.0,0.0,0.0,30.0,30.0,12.0,55.66666666666666,76,5.68,1.5,62.0,2.55,4320.0,3570.0,3570.0,750.0,11357.5,4087.6,0.0,0.0,2500.0,57.9,1320.0,30.6,2280.0,52.8,2040.0,47.2,0.0,0.0,0.0,0.0,3200.0,74.1,1120.0,25.9,7027.285714285715,0.5714285714285714,1224.2857142857142,2611.285714285714,1630.571428571429,24.857142857142858,0.0,7,Interchange Station
AEC,N02,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),พญาไท,BTS พญาไท และ APL พญาไท,22095.0,12,13,0,0,0,3,0,0,6,1,1,3,4,0,43.0,79.0,21.0,32.0,43.0,134.33333333333334,24.0,57.0,0.0,0.0,40.0,40.0,40.0,40.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,11.0,26.83333333333333,92,4.17,3.0,12.0,2.7,6334.0,6334.0,6334.0,0.0,6405.5,5396.5,0.0,0.0,0.0,0.0,6303.0,99.5,4403.0,69.5,1450.0,22.9,450.0,7.1,0.0,0.0,0.0,0.0,6303.0,99.5,6649.25,0.0,153.375,9589.125,1266.0,1154.875,45318.125,8,Interchange Station
AEC,A08,ARL,รฟท.,บ. รถไฟฟ้า ร.ฟ.ท.,พญาไท,BTS พญาไท และ APL พญาไท,16150.15789,12,13,0,0,0,3,0,0,6,1,1,3,4,0,43.0,79.0,21.0,32.0,43.0,134.33333333333334,24.0,57.0,0.0,0.0,40.0,40.0,40.0,40.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,11.0,26.83333333333333,92,4.17,3.0,12.0,2.7,6334.0,6334.0,6334.0,0.0,6405.5,5396.5,0.0,0.0,0.0,0.0,6303.0,99.5,4403.0,69.5,1450.0,22.9,450.0,7.1,0.0,0.0,0.0,0.0,6303.0,99.5,6649.25,0.0,153.375,9589.125,1266.0,1154.875,45318.125,8,Interchange Station
AEC,N17,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,23791.0,5,5,0,0,1,0,0,0,2,0,1,7,0,0,5.0,14.285714285714286,0.0,0.0,52.0,218.8,15.0,57.5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,66.6,34,7.12,3.0,12.0,2.64,4941.0,4940.0,4940.0,1.0,10503.4,4816.9,0.0,0.0,1550.0,31.4,3391.0,68.6,4440.0,89.9,445.0,9.0,55.0,1.1,0.0,0.0,2290.0,46.3,2650.0,53.6,10442.2,0.0,66.0,5114.4,3237.0,0.0,24517.6,5,Interchange Station
AEC,PK16,PK,รฟม.,BTS Group (NBM),วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,1470.0,5,5,0,0,1,0,0,0,2,0,1,7,0,0,5.0,14.285714285714286,0.0,0.0,52.0,218.8,15.0,57.5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,66.6,34,7.12,3.0,12.0,2.64,4941.0,4940.0,4940.0,1.0,10503.4,4816.9,0.0,0.0,1550.0,31.4,3391.0,68.6,4440.0,89.9,445.0,9.0,55.0,1.1,0.0,0.0,2290.0,46.3,2650.0,53.6,10442.2,0.0,66.0,5114.4,3237.0,0.0,24517.6,5,Interchange Station
AEC,S02,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),ศาลาแดง,BTS ศาลาแดง  และ MRT สีลม,29675.0,12,20,2,0,0,4,0,0,7,3,3,0,7,0,0.0,0.0,27.0,35.5,3.0,128.0,160.0,280.0,0.0,0.0,110.0,110.0,110.0,110.0,0.0,0.0,0,0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,12.2,87,5.54,2.5,15.0,1.99,10281.8,8011.8,8011.8,2270.0,10602.3,8296.8,0.0,0.0,0.0,0.0,10281.8,100.0,7831.8,76.2,2050.0,19.9,400.0,3.9,0.0,0.0,0.0,0.0,10281.8,100.0,2627.25,0.0,187.5,22172.0,1497.625,786.5,22500.0,8,Major Hub
AEC,BL26,BL,รฟม.,BEM,สีลม,BTS ศาลาแดง  และ MRT สีลม,25542.0,12,20,2,0,0,4,0,0,7,3,3,0,7,0,0.0,0.0,27.0,35.5,3.0,128.0,160.0,280.0,0.0,0.0,110.0,110.0,110.0,110.0,0.0,0.0,0,0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,12.2,87,5.54,2.5,15.0,1.99,10281.8,8011.8,8011.8,2270.0,10602.3,8296.8,0.0,0.0,0.0,0.0,10281.8,100.0,7831.8,76.2,2050.0,19.9,400.0,3.9,0.0,0.0,0.0,0.0,10281.8,100.0,2627.25,0.0,187.5,22172.0,1497.625,786.5,22500.0,8,Major Hub
AEC,S06,BTS,กทม. (ผ่าน กรุงเทพธนาคม),BTSC (BTS Group),สะพานตากสิน,BTS สะพานตากสิน,13908.0,8,7,1,0,0,5,0,1,2,0,2,1,2,0,22.0,22.0,52.0,52.0,110.0,125.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0,0,30.0,30.0,0.0,0.0,86.0,86.0,0.0,0.0,30.0,30.0,68,4.77,1.5,12.0,1.92,4687.0,2674.0,2674.0,2013.0,7026.8,2622.1,0.0,0.0,0.0,0.0,4687.0,100.0,2997.0,63.9,760.0,16.2,930.0,19.8,800.0,17.1,3493.0,74.5,394.0,8.4,4255.5,0.0,573.625,15863.625,2546.5,580.875,4509.375,8,Intermodal Transportation Hub
